"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"1075","City of Lubbock - (TX)","Ty Cooke","TX","Lubbock",11292,3602,"2","11292 3602 2",0,53.6,"Natural Gas Steam Turbine","NG","OA",6,1978,NA,NA,0
"1076","City of Lubbock - (TX)","J Robert Massengale","TX","Lubbock",11292,3604,"7","11292 3604 7",15085,22,"Natural Gas Fired Combined Cycle","NG","OP",3,1959,NA,NA,7.82741801577418
"1078","City of Lubbock - (TX)","J Robert Massengale","TX","Lubbock",11292,3604,"6A","11292 3604 6A",13110,22,"Natural Gas Fired Combined Cycle","NG","OP",6,1957,NA,NA,6.80261519302615
"1081","City of San Antonio - (TX)","V H Braunig","TX","Bexar",16604,3612,"1","16604 3612 1",76562,225,"Natural Gas Steam Turbine","NG","OP",3,1966,12,2024,3.88442415017757
"1082","City of San Antonio - (TX)","V H Braunig","TX","Bexar",16604,3612,"2","16604 3612 2",52631,252,"Natural Gas Steam Turbine","NG","OP",4,1968,12,2024,2.38416865985359
"1083","City of San Antonio - (TX)","V H Braunig","TX","Bexar",16604,3612,"3","16604 3612 3",284190,417,"Natural Gas Steam Turbine","NG","OP",5,1970,12,2024,7.77980355441674
"1084","Brazos Electric Power Coop Inc","R W Miller","TX","Palo Pinto",2172,3628,"1","2172 3628 1",23557,66,"Natural Gas Steam Turbine","NG","OP",10,1968,NA,NA,4.07447765324478
"1085","Brazos Electric Power Coop Inc","R W Miller","TX","Palo Pinto",2172,3628,"2","2172 3628 2",73662,100,"Natural Gas Steam Turbine","NG","OP",7,1972,NA,NA,8.40890410958904
"1094","PacifiCorp","Gadsby","UT","Salt Lake",14354,3648,"1","14354 3648 1",9593,70.5,"Natural Gas Steam Turbine","NG","OP",9,1951,NA,NA,1.55332102723534
"1095","PacifiCorp","Gadsby","UT","Salt Lake",14354,3648,"2","14354 3648 2",12554,75,"Natural Gas Steam Turbine","NG","OP",12,1952,NA,NA,1.91080669710807
"1096","PacifiCorp","Gadsby","UT","Salt Lake",14354,3648,"3","14354 3648 3",29117,133.6,"Natural Gas Steam Turbine","NG","OP",6,1955,NA,NA,2.4879179996172
"1099","Virginia Electric & Power Co","Bremo Bluff","VA","Fluvanna",19876,3796,"3","19876 3796 3",6504,69,"Natural Gas Steam Turbine","NG","OS",6,1950,3,2019,1.07603732380385
"1100","Virginia Electric & Power Co","Bremo Bluff","VA","Fluvanna",19876,3796,"4","19876 3796 4",7579,185.2,"Natural Gas Steam Turbine","NG","OS",8,1958,3,2019,0.467161257236407
"1101","Virginia Electric & Power Co","Chesterfield","VA","Chesterfield",19876,3797,"3","19876 3797 3",17662,112.5,"Conventional Steam Coal","BIT","OS",12,1952,3,2019,1.7921867072552
"1102","Virginia Electric & Power Co","Chesterfield","VA","Chesterfield",19876,3797,"4","19876 3797 4",85748,187.5,"Conventional Steam Coal","BIT","OS",6,1960,3,2019,5.22057838660578
"1106","Virginia Electric & Power Co","Chesterfield","VA","Chesterfield",19876,3797,"CT8","19876 3797 CT8",0,148,"Natural Gas Fired Combined Cycle","NG","OP",5,1992,NA,NA,0
"1107","Virginia Electric & Power Co","Chesterfield","VA","Chesterfield",19876,3797,"CW7","19876 3797 CW7",0,74.4,"Natural Gas Fired Combined Cycle","NG","OP",6,1990,NA,NA,0
"1108","Virginia Electric & Power Co","Chesterfield","VA","Chesterfield",19876,3797,"CW8","19876 3797 CW8",0,79.2,"Natural Gas Fired Combined Cycle","NG","OP",5,1992,NA,NA,0
"1109","Virginia Electric & Power Co","Possum Point","VA","Prince William",19876,3804,"3","19876 3804 3",18547,113.6,"Natural Gas Steam Turbine","NG","OS",6,1955,3,2019,1.86376535468519
"1110","Virginia Electric & Power Co","Possum Point","VA","Prince William",19876,3804,"4","19876 3804 4",78402,239.3,"Natural Gas Steam Turbine","NG","OS",4,1962,3,2019,3.74007521938989
"1111","Virginia Electric & Power Co","Possum Point","VA","Prince William",19876,3804,"5","19876 3804 5",51881,882,"Petroleum Liquids","RFO","OP",6,1975,NA,NA,0.671483966493751
"1113","Virginia Electric & Power Co","Possum Point","VA","Prince William",19876,3804,"6B","19876 3804 6B",0,174,"Natural Gas Fired Combined Cycle","NG","OP",7,2003,NA,NA,0
"1114","Virginia Electric & Power Co","Possum Point","VA","Prince William",19876,3804,"6ST","19876 3804 6ST",0,265,"Natural Gas Fired Combined Cycle","NG","OP",7,2003,NA,NA,0
"1115","Virginia Electric & Power Co","Yorktown","VA","York",19876,3809,"1","19876 3809 1",96145,187.5,"Conventional Steam Coal","BIT","OP",7,1957,3,2019,5.85357686453577
"1117","Virginia Electric & Power Co","Yorktown","VA","York",19876,3809,"3","19876 3809 3",260841,882,"Petroleum Liquids","RFO","OP",12,1974,NA,NA,3.37600565340291
"1134","Northern States Power Co - Minnesota","Bay Front","WI","Ashland",13781,3982,"5","13781 3982 5",0,20,"Wood/Wood Waste Biomass","WDS","OP",1,1952,NA,NA,0
"1135","Northern States Power Co - Minnesota","Bay Front","WI","Ashland",13781,3982,"6","13781 3982 6",0,27.2,"Natural Gas Steam Turbine","NG","OP",1,1957,NA,NA,0
"1136","Madison Gas & Electric Co","Blount Street","WI","Dane",11479,3992,"6","11479 3992 6",11558,50,"Natural Gas Steam Turbine","NG","OP",6,1957,NA,NA,2.63881278538813
"1137","Madison Gas & Electric Co","Blount Street","WI","Dane",11479,3992,"7","11479 3992 7",14026,50,"Natural Gas Steam Turbine","NG","OP",7,1961,NA,NA,3.20228310502283
"1156","Wisconsin Public Service Corp","Weston","WI","Marathon",20860,4078,"2","20860 4078 2",0,81.6,"Natural Gas Steam Turbine","NG","OP",9,1960,NA,NA,0
"1159","Manitowoc Public Utilities","Manitowoc","WI","Manitowoc",11571,4125,"5","11571 4125 5",9518,22,"Wood/Wood Waste Biomass","WDS","OP",6,1955,NA,NA,4.93877127438771
"1160","Manitowoc Public Utilities","Manitowoc","WI","Manitowoc",11571,4125,"6","11571 4125 6",2071,32,"Wood/Wood Waste Biomass","WDS","OP",6,1962,NA,NA,0.738798515981735
"1170","City of Greenville - (TX)","Powerlane Plant","TX","Hunt",7634,4195,"ST1","7634 4195 ST1",1488,18.8,"Natural Gas Steam Turbine","NG","OP",1,1966,NA,NA,0.903526668609735
"1173","City of Garland - (TX)","Spencer","TX","Denton",6958,4266,"4","6958 4266 4",5415,61.1,"Natural Gas Steam Turbine","NG","OP",6,1966,NA,NA,1.0117032486604
"1174","City of Garland - (TX)","Spencer","TX","Denton",6958,4266,"5","6958 4266 5",3962,65.4,"Natural Gas Steam Turbine","NG","OP",5,1973,NA,NA,0.691564380768855
"1179","Nueces Bay, LLC","Barney M Davis","TX","Nueces",49979,4939,"1","49979 4939 1",72907,352,"Natural Gas Steam Turbine","NG","OP",5,1974,NA,NA,2.36440820880033
"1180","Nueces Bay, LLC","Barney M Davis","TX","Nueces",49979,4939,"2","49979 4939 2",145898,351,"Natural Gas Fired Combined Cycle","NG","OP",7,1976,NA,NA,4.74502074958696
"1183","Public Service Co of Oklahoma","Riverside (OK)","OK","Tulsa",15474,4940,"1","15474 4940 1",178592,473,"Natural Gas Steam Turbine","NG","OP",4,1974,NA,NA,4.31019336403217
"1184","Public Service Co of Oklahoma","Riverside (OK)","OK","Tulsa",15474,4940,"2","15474 4940 2",340226,473,"Natural Gas Steam Turbine","NG","OP",5,1976,NA,NA,8.21111722513443
"1196","City of Burbank Water and Power","Olive","CA","Los Angeles",2507,6013,"O1","2507 6013 O1",0,50,"Natural Gas Steam Turbine","NG","SB",10,1959,NA,NA,0
"1197","City of Burbank Water and Power","Olive","CA","Los Angeles",2507,6013,"O2","2507 6013 O2",0,59.7,"Natural Gas Steam Turbine","NG","SB",9,1964,NA,NA,0
"1211","DTE Electric Company","Greenwood (MI)","MI","St Clair",5109,6035,"1","5109 6035 1",624797,815.4,"Natural Gas Steam Turbine","NG","OP",7,1979,NA,NA,8.74710061901994
"1216","Florida Power & Light Co","Manatee","FL","Manatee",6452,6042,"1","6452 6042 1",690435,863.3,"Petroleum Liquids","RFO","OP",10,1976,4,2022,9.12970935039011
"1239","Louisiana Generating LLC","Big Cajun 2","LA","Pointe Coupee",11252,6055,"2","11252 6055 2",466346,626,"Natural Gas Steam Turbine","NG","OP",7,1982,NA,NA,8.50412855413074
"1269","Massachusetts Mun Wholes Electric Co","Stony Brook","MA","Hampden",11806,6081,"CA1","11806 6081 CA1",28493,105,"Petroleum Liquids","DFO","OP",11,1981,NA,NA,3.09773863883453
"1270","Massachusetts Mun Wholes Electric Co","Stony Brook","MA","Hampden",11806,6081,"CT1","11806 6081 CT1",30831,85,"Petroleum Liquids","DFO","OP",11,1981,NA,NA,4.1406124093473
"1271","Massachusetts Mun Wholes Electric Co","Stony Brook","MA","Hampden",11806,6081,"CT2","11806 6081 CT2",8128,85,"Petroleum Liquids","DFO","OP",11,1981,NA,NA,1.09159280150416
"1272","Massachusetts Mun Wholes Electric Co","Stony Brook","MA","Hampden",11806,6081,"CT3","11806 6081 CT3",36033,85,"Petroleum Liquids","DFO","OP",11,1981,NA,NA,4.8392425463336
"1282","FirstEnergy Generation Corp","FirstEnergy Bruce Mansfield","PA","Beaver",6526,6094,"1","6526 6094 1",75124,913.7,"Conventional Steam Coal","RC","OP",4,1976,2,2019,0.938579302479806
"1283","FirstEnergy Generation Corp","FirstEnergy Bruce Mansfield","PA","Beaver",6526,6094,"2","6526 6094 2",71800,913.7,"Conventional Steam Coal","RC","OP",10,1977,2,2019,0.897050129360126
"1301","Georgia Power Co","McIntosh","GA","Effingham",7140,6124,"1","7140 6124 1",23062,177.6,"Conventional Steam Coal","SUB","OP",2,1979,7,2019,1.4823470731005
"1316","PSEG Power Connecticut LLC","New Haven Harbor","CT","New Haven",15452,6156,"1","15452 6156 1",29757,460,"Natural Gas Steam Turbine","NG","OP",7,1975,NA,NA,0.738460393091126
"1335","Cleco Power LLC","Brame Energy Center","LA","Rapides",3265,6190,"1","3265 6190 1",237973,445.5,"Natural Gas Steam Turbine","NG","OP",6,1975,NA,NA,6.09783784060801
"1367","Hutchinson Utilities Comm","Hutchinson Plant #2","MN","McLeod",9130,6358,"2","9130 6358 2",23020,54,"Natural Gas Fired Combined Cycle","NG","OP",11,1994,NA,NA,4.86639607644174
"1368","Hutchinson Utilities Comm","Hutchinson Plant #2","MN","McLeod",9130,6358,"3","9130 6358 3",20,11.5,"Natural Gas Fired Combined Cycle","NG","OP",11,1994,NA,NA,0.0198530871550526
"1371","Kauai Island Utility Cooperative","Port Allen (HI)","HI","Kauai",10071,6474,"ST1","10071 6474 ST1",765,10,"Petroleum Liquids","DFO","OP",1,1969,NA,NA,0.873287671232877
"1380","Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","AK","Anchorage",599,6559,"7","599 6559 7",65854,102.6,"Natural Gas Fired Combined Cycle","NG","OP",6,1979,NA,NA,7.32707593438187
"1398","City of Winfield - (KS)","East 12th Street","KS","Cowley",20813,7013,"4","20813 7013 4",3574,26.5,"Natural Gas Steam Turbine","NG","OP",6,1970,NA,NA,1.53958817954683
"1433","Reedy Creek Improvement Dist","Central Energy Plant","FL","Orange",15776,7294,"GTG","15776 7294 GTG",0,61.5,"Natural Gas Fired Combined Cycle","NG","OA",5,1989,NA,NA,0
"1434","Reedy Creek Improvement Dist","Central Energy Plant","FL","Orange",15776,7294,"STG","15776 7294 STG",0,8.5,"Natural Gas Fired Combined Cycle","NG","OA",1,1989,NA,NA,0
"1468","Oklahoma Municipal Power Authority","Ponca City","OK","Kay",14077,7546,"1","14077 7546 1",0,19.8,"Natural Gas Fired Combined Cycle","NG","OP",10,1966,NA,NA,0
"1469","Oklahoma Municipal Power Authority","Ponca City","OK","Kay",14077,7546,"3","14077 7546 3",34368,54,"Natural Gas Fired Combined Cycle","NG","OP",6,1995,NA,NA,7.26534753932014
"1504","Allegany Generating Station, LLC","Allegany Cogen","NY","Allegany",58651,7784,"1","58651 7784 1",27048,42,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,7.35159817351598
"1505","Allegany Generating Station, LLC","Allegany Cogen","NY","Allegany",58651,7784,"2","58651 7784 2",9176,25,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,4.18995433789954
"1541","Lincoln Electric System","Terry Bundy Generating Station","NE","Lancaster",11018,7887,"1","11018 7887 1",16827,28.2,"Natural Gas Fired Combined Cycle","NG","OP",8,2004,NA,NA,6.81166812396775
"1542","Lincoln Electric System","Terry Bundy Generating Station","NE","Lancaster",11018,7887,"2","11018 7887 2",39118,60.5,"Natural Gas Fired Combined Cycle","NG","OP",10,2003,NA,NA,7.3810332465376
"1543","Lincoln Electric System","Terry Bundy Generating Station","NE","Lancaster",11018,7887,"3","11018 7887 3",30848,60.5,"Natural Gas Fired Combined Cycle","NG","OP",4,2004,NA,NA,5.82059700366051
"1573","Granite Shore Power","Newington","NH","Rockingham",62032,8002,"1","62032 8002 1",114889,414,"Petroleum Liquids","RFO","OP",6,1974,NA,NA,3.16791851410672
"1574","CCI Roseton LLC","Roseton Generating Facility","NY","Orange",5511,8006,"1","5511 8006 1",264802,621,"Natural Gas Steam Turbine","NG","OP",12,1974,NA,NA,4.86771961558541
"1575","CCI Roseton LLC","Roseton Generating Facility","NY","Orange",5511,8006,"2","5511 8006 2",251706,621,"Natural Gas Steam Turbine","NG","OP",9,1974,NA,NA,4.62698255134229
"1588","Public Service Co of Oklahoma","Comanche (OK)","OK","Comanche",15474,8059,"1S","15474 8059 1S",76099,120,"Natural Gas Fired Combined Cycle","NG","OP",2,1974,NA,NA,7.2392503805175
"1590","Public Service Co of Oklahoma","Comanche (OK)","OK","Comanche",15474,8059,"1G2","15474 8059 1G2",0,85,"Natural Gas Fired Combined Cycle","NG","OP",8,1973,NA,NA,0
"1597","Salt River Project","Santan","AZ","Maricopa",16572,8068,"ST3","16572 8068 ST3",84821,103.5,"Natural Gas Fired Combined Cycle","NG","OP",10,1974,NA,NA,9.35532614210399
"1598","Salt River Project","Santan","AZ","Maricopa",16572,8068,"ST4","16572 8068 ST4",88109,103.5,"Natural Gas Fired Combined Cycle","NG","OP",5,1975,NA,NA,9.71797586746961
"1608","Portland General Electric Co","Beaver","OR","Columbia",15248,8073,"3","15248 8073 3",59204,68.3,"Natural Gas Fired Combined Cycle","NG","OP",8,1974,NA,NA,9.89523790422324
"1610","Portland General Electric Co","Beaver","OR","Columbia",15248,8073,"5","15248 8073 5",36507,68.3,"Natural Gas Fired Combined Cycle","NG","OP",8,1974,NA,NA,6.10170681321326
"1612","Portland General Electric Co","Beaver","OR","Columbia",15248,8073,"7","15248 8073 7",129568,176.4,"Natural Gas Fired Combined Cycle","NG","OP",11,1977,NA,NA,8.38484556684165
"1627","U S Power Generating Company LLC","Astoria Generating Station","NY","Queens",54863,8906,"2","54863 8906 2",16215,180,"Natural Gas Steam Turbine","NG","OP",3,1954,NA,NA,1.02834855403349
"1628","U S Power Generating Company LLC","Astoria Generating Station","NY","Queens",54863,8906,"3","54863 8906 3",314770,376,"Natural Gas Steam Turbine","NG","OP",9,1958,NA,NA,9.55655542601768
"1629","U S Power Generating Company LLC","Astoria Generating Station","NY","Queens",54863,8906,"4","54863 8906 4",0,387,"Natural Gas Steam Turbine","NG","OS",12,1961,NA,NA,0
"1636","WestRock-West Point Mill","WestRock-West Point Mill","VA","King William",17465,10017,"GEN8","17465 10017 GEN8",0,5,"Wood/Wood Waste Biomass","BLQ","SB",1,1954,NA,NA,0
"1642","RED-Rochester, LLC","RED-Rochester, LLC","NY","Monroe",5624,10025,"22TG","5624 10025 22TG",11,12.5,"Conventional Steam Coal","BIT","OS",8,1954,NA,NA,0.0100456621004566
"1643","RED-Rochester, LLC","RED-Rochester, LLC","NY","Monroe",5624,10025,"41TG","5624 10025 41TG",977,25.6,"Conventional Steam Coal","BIT","OP",5,1964,NA,NA,0.435662813926941
"1651","Energy Center Dover LLC","Energy Center Dover","DE","Kent",7860,10030,"COG1","7860 10030 COG1",11740,18,"Natural Gas Fired Combined Cycle","NG","OP",5,1985,NA,NA,7.44545915778792
"1654","Calpine Gilroy Cogen LP","Gilroy Power Plant","CA","Santa Clara",3028,10034,"GEN1","3028 10034 GEN1",72675,90,"Natural Gas Fired Combined Cycle","NG","OP",10,1987,NA,NA,9.21803652968037
"1655","Calpine Gilroy Cogen LP","Gilroy Power Plant","CA","Santa Clara",3028,10034,"GEN2","3028 10034 GEN2",30007,40,"Natural Gas Fired Combined Cycle","NG","OP",10,1987,NA,NA,8.56364155251141
"1659","Mars Wrigley Confectionery US, LLC","Mars Wrigley Confectionery US, LLC","NJ","WARREN",11401,10061,"GEN2","11401 10061 GEN2",0,1.4,"Natural Gas Fired Combined Cycle","NG","OS",10,1984,NA,NA,0
"1663","ALLETE, Inc.","Taconite Harbor Energy Center","MN","Cook",12647,10075,"GEN1","12647 10075 GEN1",0,84,"Conventional Steam Coal","SUB","SB",1,1957,NA,NA,0
"1664","ALLETE, Inc.","Taconite Harbor Energy Center","MN","Cook",12647,10075,"GEN2","12647 10075 GEN2",0,84,"Conventional Steam Coal","SUB","SB",1,1957,NA,NA,0
"1674","PInova Inc","PInova Inc","GA","Glynn",8486,10120,"GEN5","8486 10120 GEN5",0,7.1,"Wood/Wood Waste Biomass","WDS","OP",1,1980,NA,NA,0
"1679","Wellhead Energy, LLC","Fresno Cogen Partners","CA","Fresno",20323,10156,"GEN2","20323 10156 GEN2",452,10,"Natural Gas Fired Combined Cycle","NG","OP",1,1990,NA,NA,0.515981735159817
"1680","Wellhead Energy, LLC","Fresno Cogen Partners","CA","Fresno",20323,10156,"GEN4","20323 10156 GEN4",3167,50.3,"Natural Gas Fired Combined Cycle","NG","OP",1,2004,NA,NA,0.71874687945387
"1681","Seadrift Coke L P","Seadrift Coke LP","TX","Calhoun",54705,10167,"GEN1","54705 10167 GEN1",2791,7.6,"Petroleum Coke","PC","OP",11,1983,NA,NA,4.1922013938957
"1682","Carson Cogeneration Co","Carson Cogeneration","CA","Los Angeles",3084,10169,"GEN1","3084 10169 GEN1",0,45.3,"Natural Gas Fired Combined Cycle","NG","OA",12,1989,NA,NA,0
"1683","Carson Cogeneration Co","Carson Cogeneration","CA","Los Angeles",3084,10169,"GEN2","3084 10169 GEN2",0,10.5,"Natural Gas Fired Combined Cycle","NG","OA",1,1990,NA,NA,0
"1699","Merck & Co Inc","Merck Rahway Power Plant","NJ","Union",12311,10224,"GEN8","12311 10224 GEN8",0,5,"Natural Gas Steam Turbine","NG","OA",1,1977,NA,NA,0
"1700","Merck & Co Inc","Merck Rahway Power Plant","NJ","Union",12311,10224,"GEN9","12311 10224 GEN9",0,10.8,"Natural Gas Steam Turbine","NG","OP",1,2004,NA,NA,0
"1708","Pixelle Specialty Solutions LLC - (OH)","Pixelle Specialty Solutions LLC - Chillicothe Facility","OH","Ross",61723,10244,"T-10","61723 10244 T-10",0,10.6,"Wood/Wood Waste Biomass","BLQ","OS",2,1952,NA,NA,0
"1723","Louisiana Sugar Refining LLC","Louisiana Sugar Refining","LA","St James",57145,10301,"GEN2","57145 10301 GEN2",445,2.5,"Natural Gas Steam Turbine","NG","OP",3,1977,NA,NA,2.03196347031963
"1724","Louisiana Sugar Refining LLC","Louisiana Sugar Refining","LA","St James",57145,10301,"GEN3","57145 10301 GEN3",0,1.7,"Natural Gas Steam Turbine","NG","SB",2,1957,NA,NA,0
"1727","Northeast Energy Associates LP","Bellingham Cogeneration Facility","MA","Norfolk",21970,10307,"CT1","21970 10307 CT1",43539,128.7,"Natural Gas Fired Combined Cycle","NG","OP",9,1991,NA,NA,3.86185351938777
"1728","Northeast Energy Associates LP","Bellingham Cogeneration Facility","MA","Norfolk",21970,10307,"CT2","21970 10307 CT2",51659,128.7,"Natural Gas Fired Combined Cycle","NG","OP",9,1991,NA,NA,4.58208711633369
"1729","Northeast Energy Associates LP","Bellingham Cogeneration Facility","MA","Norfolk",21970,10307,"ST1","21970 10307 ST1",33218,128.7,"Natural Gas Fired Combined Cycle","NG","OP",9,1991,NA,NA,2.94639404228445
"1748","Greenleaf Energy LLC","Greenleaf 1 Power Plant","CA","Sutter",59879,10350,"GEN2","59879 10350 GEN2",9681,20,"Natural Gas Fired Combined Cycle","NG","OP",2,1989,3,2019,5.52568493150685
"1759","City Point Energy Center","James River Genco LLC","VA","Hopewell City",61138,10377,"GEN1","61138 10377 GEN1",31118,57.4,"Conventional Steam Coal","BIT","OP",1,1988,6,2019,6.18864652443002
"1760","City Point Energy Center","James River Genco LLC","VA","Hopewell City",61138,10377,"GEN2","61138 10377 GEN2",13059,57.4,"Conventional Steam Coal","BIT","OP",1,1988,6,2019,2.59713140184239
"1765","Edgecombe Operating Services LLC","Edgecombe Genco LLC","NC","Edgecombe",55739,10384,"GEN1","55739 10384 GEN1",4423,57.4,"Conventional Steam Coal","BIT","OP",10,1990,10,2020,0.879631839371231
"1766","Edgecombe Operating Services LLC","Edgecombe Genco LLC","NC","Edgecombe",55739,10384,"GEN2","55739 10384 GEN2",4659,57.4,"Conventional Steam Coal","BIT","OP",10,1990,10,2020,0.926566750990406
"1767","ArcelorMittal Indiana Harbor West","ArcelorMittal Indiana Harbor West","IN","Lake",56165,10397,"GEN5","56165 10397 GEN5",0,12.5,"Other Gases","BFG","OP",10,1939,NA,NA,0
"1768","ArcelorMittal Indiana Harbor West","ArcelorMittal Indiana Harbor West","IN","Lake",56165,10397,"GEN6","56165 10397 GEN6",0,12.5,"Other Gases","BFG","SB",5,1953,NA,NA,0
"1770","ArcelorMittal Indiana Harbor West","ArcelorMittal Indiana Harbor West","IN","Lake",56165,10397,"GEN8","56165 10397 GEN8",22225,40,"Other Gases","BFG","OP",6,1961,NA,NA,6.34275114155251
"1772","ArcelorMittal Cleveland Inc","Arcelormittal Cleveland Inc","OH","Cuyahoga",9454,10398,"GEN3","9454 10398 GEN3",0,10,"Other Gases","BFG","OP",1,1965,NA,NA,0
"1773","ArcelorMittal Cleveland Inc","Arcelormittal Cleveland Inc","OH","Cuyahoga",9454,10398,"GEN5","9454 10398 GEN5",0,10,"Other Gases","BFG","OP",1,1965,NA,NA,0
"1776","KES Kingsburg LP","Kingsburg Cogen","CA","Fresno",10337,10405,"GEN1","10337 10405 GEN1",3704,23.1,"Natural Gas Fired Combined Cycle","NG","OP",12,1990,NA,NA,1.8304374468758
"1777","KES Kingsburg LP","Kingsburg Cogen","CA","Fresno",10337,10405,"GEN2","10337 10405 GEN2",1260,13.1,"Natural Gas Fired Combined Cycle","NG","OP",12,1990,NA,NA,1.09798180487295
"1780","Ascend Performance Materials LLC","Pensacola Florida Plant","FL","Escambia",56600,10416,"GEN3","56600 10416 GEN3",0,6,"Natural Gas Steam Turbine","NG","OP",3,1958,NA,NA,0
"1789","Anheuser-Busch Inc","Anheuser-Busch St Louis","MO","St Louis City",623,10430,"GEN1","623 10430 GEN1",0,11,"Natural Gas Steam Turbine","NG","OA",1,1947,NA,NA,0
"1791","Anheuser-Busch Inc","Anheuser-Busch St Louis","MO","St Louis City",623,10430,"GEN4","623 10430 GEN4",0,4.1,"Natural Gas Steam Turbine","NG","OS",1,1939,NA,NA,0
"1794","FPL Energy Operating Services Inc - SEGS","SEGS III","CA","San Bernardino",55711,10439,"GEN1","55711 10439 GEN1",0,34.2,"Solar Thermal without Energy Storage","SUN","OP",12,1986,NA,NA,0
"1795","FPL Energy Operating Services Inc - SEGS","SEGS IV","CA","San Bernardino",55711,10440,"GEN1","55711 10440 GEN1",0,34.2,"Solar Thermal without Energy Storage","SUN","OP",12,1986,NA,NA,0
"1796","FPL Energy Operating Services Inc - SEGS","SEGS V","CA","San Bernardino",55711,10441,"GEN1","55711 10441 GEN1",0,34.2,"Solar Thermal without Energy Storage","SUN","OP",10,1987,NA,NA,0
"1797","FPL Energy Operating Services Inc - SEGS","SEGS VI","CA","San Bernardino",55711,10442,"GEN1","55711 10442 GEN1",9161,35,"Solar Thermal without Energy Storage","SUN","OP",12,1988,NA,NA,2.98793215916504
"1798","FPL Energy Operating Services Inc - SEGS","SEGS VII","CA","San Bernardino",55711,10443,"GEN1","55711 10443 GEN1",11706,35,"Solar Thermal without Energy Storage","SUN","OP",12,1988,NA,NA,3.81800391389433
"1799","Terra-Gen Operating Co-Solar","SEGS VIII","CA","San Bernardino",61950,10444,"GEN1","61950 10444 GEN1",15404,92,"Solar Thermal without Energy Storage","SUN","OP",12,1989,NA,NA,1.91135596585269
"1800","Terra-Gen Operating Co-Solar","SEGS IX","CA","San Bernardino",61950,10446,"GEN1","61950 10446 GEN1",14458,92,"Solar Thermal without Energy Storage","SUN","OP",9,1990,NA,NA,1.79397458804844
"1810","ND Paper LLC","Mead Rumford Cogen","ME","Oxford",61813,10491,"3STG","61813 10491 3STG",0,12.5,"Natural Gas Steam Turbine","NG","SB",10,1954,NA,NA,0
"1818","Veolia NA - Municipal & Commercial Business","Lederle Laboratories","NY","Rockland",60641,10521,"3A","60641 10521 3A",1,1.5,"Natural Gas Fired Combined Cycle","NG","OP",12,1998,NA,NA,0.0076103500761035
"1822","Veolia NA - Municipal & Commercial Business","Lederle Laboratories","NY","Rockland",60641,10521,"GEN3","60641 10521 GEN3",2,2.2,"Natural Gas Fired Combined Cycle","NG","OP",7,1990,NA,NA,0.0103777501037775
"1841","Algonquin Windsor Locks LLC","Algonquin Windsor Locks","CT","Hartford",291,10567,"GTG","291 10567 GTG",34278,40,"Natural Gas Fired Combined Cycle","NG","OP",1,1990,NA,NA,9.78253424657534
"1842","Algonquin Windsor Locks LLC","Algonquin Windsor Locks","CT","Hartford",291,10567,"STG","291 10567 STG",13585,16,"Natural Gas Fired Combined Cycle","NG","OP",1,1990,NA,NA,9.69249429223744
"1860","Lakeside Beaver Falls LLC","CH Resources Beaver Falls","NY","Lewis",58338,10617,"GEN1","58338 10617 GEN1",10785,65.5,"Natural Gas Fired Combined Cycle","NG","OP",4,1995,NA,NA,1.87964028024678
"1861","Lakeside Beaver Falls LLC","CH Resources Beaver Falls","NY","Lewis",58338,10617,"GEN2","58338 10617 GEN2",48,42.3,"Natural Gas Fired Combined Cycle","NG","OP",4,1995,NA,NA,0.0129537873635804
"1862","Carthage Energy LLC","Carthage Energy LLC","NY","Jefferson",3085,10620,"GEN1","3085 10620 GEN1",14128,40.9,"Natural Gas Fired Combined Cycle","NG","OP",11,1991,NA,NA,3.94324055776981
"1863","Carthage Energy LLC","Carthage Energy LLC","NY","Jefferson",3085,10620,"GEN2","3085 10620 GEN2",5814,22,"Natural Gas Fired Combined Cycle","NG","OP",11,1991,NA,NA,3.01681195516812
"1864","Lakeside Syracuse LLC","CH Resources Syracuse","NY","Onondaga",58337,10621,"GEN1","58337 10621 GEN1",31769,65.5,"Natural Gas Fired Combined Cycle","NG","OP",1,1994,NA,NA,5.53679110460455
"1865","Lakeside Syracuse LLC","CH Resources Syracuse","NY","Onondaga",58337,10621,"GEN2","58337 10621 GEN2",688,37.2,"Natural Gas Fired Combined Cycle","NG","OP",1,1994,NA,NA,0.211125840820936
"1867","Los Angeles County","Civic Center","CA","Los Angeles",11216,10623,"GEN2","11216 10623 GEN2",0,12.4,"Natural Gas Fired Combined Cycle","NG","OP",8,1989,NA,NA,0
"1883","Collins Pine Co","Collins Pine Project","CA","Plumas",3953,10661,"GEN4","3953 10661 GEN4",8763,12,"Wood/Wood Waste Biomass","WDS","OP",12,1985,NA,NA,8.33618721461187
"1888","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"GT1","55307 10682 GT1",10914,23.8,"Natural Gas Fired Combined Cycle","NG","OP",10,1990,NA,NA,5.23483365949119
