PlantID,CombinedHeatAndPowerPlant,PlantName,OperatorName,OperatorID,PlantState,CensusRegion,NERCRegion,NAICSCode,SectorNumber,SectorName,GeneratorID,ReportedPrimeMover,NetGeneration2018,YEAR
50413,Y,Olmsted Waste Energy,Olmsted County Public Works,21995,MN,WNC,MRO,562213,5,Commercial NAICS Cogen,TGI,ST,"12,818",2018
50431,Y,University of Michigan,University of Michigan,19588,MI,ENC,RFC,611,5,Commercial NAICS Cogen,TG1,CA,"21,499",2018
50431,Y,University of Michigan,University of Michigan,19588,MI,ENC,RFC,611,5,Commercial NAICS Cogen,TG7,CA,0,2018
50431,Y,University of Michigan,University of Michigan,19588,MI,ENC,RFC,611,5,Commercial NAICS Cogen,TG8,CA,"77,498",2018
50431,Y,University of Michigan,University of Michigan,19588,MI,ENC,RFC,611,5,Commercial NAICS Cogen,TG9,CT,"24,913",2018
50431,Y,University of Michigan,University of Michigan,19588,MI,ENC,RFC,611,5,Commercial NAICS Cogen,TG10,CT,"24,754",2018
50447,Y,S D Warren Westbrook,S D Warren Co.- Westbrook,16721,ME,NEW,NPCC,322122,7,Industrial NAICS Cogen,GEN9,ST,"65,668",2018
50447,Y,S D Warren Westbrook,S D Warren Co.- Westbrook,16721,ME,NEW,NPCC,322122,7,Industrial NAICS Cogen,GN10,ST,"18,843",2018
50449,Y,Indeck Silver Springs Energy Center,Indeck-Energy Serv Silver Spg,9245,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN1,CT,"58,730",2018
50449,Y,Indeck Silver Springs Energy Center,Indeck-Energy Serv Silver Spg,9245,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN2,CA,"19,612",2018
50450,Y,Indeck Oswego Energy Center,Indeck-Oswego Ltd Partnership,9244,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN1,CT,"46,845",2018
50450,Y,Indeck Oswego Energy Center,Indeck-Oswego Ltd Partnership,9244,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN2,CA,"21,540",2018
50451,Y,Indeck Yerkes Energy Center,Indeck-Yerkes Ltd Partnership,9243,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN1,CT,"45,392",2018
50451,Y,Indeck Yerkes Energy Center,Indeck-Yerkes Ltd Partnership,9243,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN2,CA,"15,091",2018
50456,Y,Procter & Gamble Cincinnati Plant,Procter & Gamble Co,15400,OH,ENC,RFC,339,7,Industrial NAICS Cogen,GEN1,ST,"5,101",2018
50458,Y,Indeck Corinth Energy Center,Indeck-Corinth Ltd Partnership,9263,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN1,CT,"441,298",2018
50458,Y,Indeck Corinth Energy Center,Indeck-Corinth Ltd Partnership,9263,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN2,CA,"252,940",2018
50463,Y,Procter & Gamble Mehoopany Mill,Procter & Gamble Ppr Prdts Co,15394,PA,MAT,RFC,322122,7,Industrial NAICS Cogen,GEN2,ST,"1,510",2018
50465,Y,Flint River Operations,International Paper - Flint River Mill,61982,GA,SAT,SERC,322,7,Industrial NAICS Cogen,GEN1,ST,"289,824",2018
50465,Y,Flint River Operations,International Paper - Flint River Mill,61982,GA,SAT,SERC,322,7,Industrial NAICS Cogen,GEN2,ST,"147,631",2018
50466,Y,Buckeye Florida LP,Buckeye Florida Ltd Partners,2522,FL,SAT,FRCC,322,7,Industrial NAICS Cogen,GEN2,ST,"51,186",2018
50466,Y,Buckeye Florida LP,Buckeye Florida Ltd Partners,2522,FL,SAT,FRCC,322,7,Industrial NAICS Cogen,GEN3,ST,"60,156",2018
50466,Y,Buckeye Florida LP,Buckeye Florida Ltd Partners,2522,FL,SAT,FRCC,322,7,Industrial NAICS Cogen,GEN4,ST,"80,910",2018
50466,Y,Buckeye Florida LP,Buckeye Florida Ltd Partners,2522,FL,SAT,FRCC,322,7,Industrial NAICS Cogen,GEN5,ST,"62,803",2018
50466,Y,Buckeye Florida LP,Buckeye Florida Ltd Partners,2522,FL,SAT,FRCC,322,7,Industrial NAICS Cogen,GEN6,ST,"52,604",2018
50472,Y,"Covanta Niagara I, LLC",Covanta Energy of Niagara LP,470,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN1,ST,"81,209",2018
50472,Y,"Covanta Niagara I, LLC",Covanta Energy of Niagara LP,470,NY,MAT,NPCC,22,3,NAICS-22 Cogen,GEN2,ST,"80,299",2018
50474,Y,Swift Creek Chemical Complex,White Springs Agrici Chem Inc,20558,FL,SAT,FRCC,325,7,Industrial NAICS Cogen,SCC,ST,"94,138",2018
50476,Y,Packaging of America Tomahawk Mill,PCA-Tomahawk Mill,14369,WI,ENC,MRO,322122,7,Industrial NAICS Cogen,GEN1,ST,"44,951",2018
50476,Y,Packaging of America Tomahawk Mill,PCA-Tomahawk Mill,14369,WI,ENC,MRO,322122,7,Industrial NAICS Cogen,GEN2,ST,"56,542",2018
50479,Y,Georgia-Pacific Big Island,GP Big Island LLC,7167,VA,SAT,RFC,32213,7,Industrial NAICS Cogen,GEN1,ST,"53,691",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG10,ST,"34,680",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG11,ST,"21,717",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG12,ST,"40,445",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG13,ST,"26,739",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG14,ST,"65,540",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG15,ST,"31,636",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG16,ST,"69,947",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG17,ST,"57,110",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG18,ST,"68,446",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG19,ST,"66,514",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG20,ST,"63,169",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG21,ST,"103,118",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG22,ST,"86,651",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG24,ST,"117,515",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG25,ST,"128,718",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TG26,ST,"93,828",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TGO7,ST,"25,362",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TGO8,ST,"29,302",2018
50481,Y,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,5610,TN,ESC,RFC,325,7,Industrial NAICS Cogen,TGO9,ST,"24,295",2018
50482,Y,Clewiston Sugar House,United States Sugar Corp,19365,FL,SAT,FRCC,111,7,Industrial NAICS Cogen,TG6,ST,"82,865",2018
50482,Y,Clewiston Sugar House,United States Sugar Corp,19365,FL,SAT,FRCC,111,7,Industrial NAICS Cogen,TG7,ST,"94,416",2018
50482,Y,Clewiston Sugar House,United States Sugar Corp,19365,FL,SAT,FRCC,111,7,Industrial NAICS Cogen,TG8,ST,"77,809",2018
50489,Y,PPG Powerhouse C,Eagle 2 US LLC,14306,LA,WSC,SERC,325,7,Industrial NAICS Cogen,C3,ST,"303,542",2018
50490,Y,PPG Plant C Caustic,Eagle 2 US LLC,14306,LA,WSC,SERC,325,7,Industrial NAICS Cogen,TE,ST,"14,046",2018
50491,Y,Axiall Natrium Plant,Westlake Chemical Natrium Plant,60586,WV,SAT,RFC,325,7,Industrial NAICS Cogen,GEN3,ST,"8,338",2018
50491,Y,Axiall Natrium Plant,Westlake Chemical Natrium Plant,60586,WV,SAT,RFC,325,7,Industrial NAICS Cogen,GEN4,ST,0,2018
50491,Y,Axiall Natrium Plant,Westlake Chemical Natrium Plant,60586,WV,SAT,RFC,325,7,Industrial NAICS Cogen,GEN6,ST,"168,681",2018
50491,Y,Axiall Natrium Plant,Westlake Chemical Natrium Plant,60586,WV,SAT,RFC,325,7,Industrial NAICS Cogen,GEN7,ST,"200,213",2018
50497,Y,Bayonne Plant Holding LLC,"Morris Energy Operations Company, LLC",56516,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG1,CT,"1,207",2018
50497,Y,Bayonne Plant Holding LLC,"Morris Energy Operations Company, LLC",56516,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG2,CT,"1,013",2018
50497,Y,Bayonne Plant Holding LLC,"Morris Energy Operations Company, LLC",56516,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG3,CT,146,2018
50497,Y,Bayonne Plant Holding LLC,"Morris Energy Operations Company, LLC",56516,NJ,MAT,RFC,22,3,NAICS-22 Cogen,STG1,CA,975,2018
50498,Y,Capitol District Energy Center,Capitol District Energy Center,2956,CT,NEW,NPCC,22,3,NAICS-22 Cogen,GTG,CT,"36,591",2018
50498,Y,Capitol District Energy Center,Capitol District Energy Center,2956,CT,NEW,NPCC,22,3,NAICS-22 Cogen,STG,CA,"16,663",2018
50530,Y,Equilon Los Angeles Refining,Tesoro Refining and Marketing Company,55985,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GEN3,ST,"14,508",2018
50541,N,Harbor Cogen,Harbor Cogeneration Co.,8303,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST1,CA,0,2018
50541,N,Harbor Cogen,Harbor Cogeneration Co.,8303,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST2,CA,0,2018
50541,N,Harbor Cogen,Harbor Cogeneration Co.,8303,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GEN1,CT,0,2018
50544,Y,Port Townsend Paper,Port Townsend Paper Co,26840,WA,PACC,WECC,322,7,Industrial NAICS Cogen,GEN6,ST,"37,017",2018
50555,N,Rosemary Power Station,Virginia Electric & Power Co,19876,NC,SAT,SERC,22,1,Electric Utility,GEN1,CT,0,2018
50555,N,Rosemary Power Station,Virginia Electric & Power Co,19876,NC,SAT,SERC,22,1,Electric Utility,GEN2,CT,0,2018
50555,N,Rosemary Power Station,Virginia Electric & Power Co,19876,NC,SAT,SERC,22,1,Electric Utility,GEN3,CA,"28,278",2018
50558,Y,Frontier,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,22,3,NAICS-22 Cogen,GT01,CT,"88,363",2018
50558,Y,Frontier,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,22,3,NAICS-22 Cogen,ST01,CA,"23,576",2018
50560,N,Pacific-Ultrapower Chinese Station,IHI Power Services Corp,58650,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"140,508",2018
50561,N,Eagle Point Power Generation,Eagle Point Power Generation LLC,49942,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,GTG1,CT,"169,538",2018
50561,N,Eagle Point Power Generation,Eagle Point Power Generation LLC,49942,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,GTG2,CT,"211,541",2018
50561,N,Eagle Point Power Generation,Eagle Point Power Generation LLC,49942,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,STG1,CA,"106,406",2018
50561,N,Eagle Point Power Generation,Eagle Point Power Generation LLC,49942,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,STG2,CA,"47,985",2018
50572,N,CSL Gas Recovery,WM Renewable Energy LLC,54842,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN1,CT,"14,427",2018
50572,N,CSL Gas Recovery,WM Renewable Energy LLC,54842,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN2,CT,"14,907",2018
50572,N,CSL Gas Recovery,WM Renewable Energy LLC,54842,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN3,CT,"14,819",2018
50572,N,CSL Gas Recovery,WM Renewable Energy LLC,54842,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN4,CA,0,2018
50611,N,Westwood Generation LLC,"Rausch Creek Generation, LLC",58224,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"190,296",2018
50614,Y,Mosinee Mill,"Ahlstrom-Munksjo NA Specialty Solutions, LLC",13008,WI,ENC,MRO,322,7,Industrial NAICS Cogen,GEN1,ST,"84,485",2018
50614,Y,Mosinee Mill,"Ahlstrom-Munksjo NA Specialty Solutions, LLC",13008,WI,ENC,MRO,322,7,Industrial NAICS Cogen,WEST,ST,"32,366",2018
50620,Y,Flambeau River Papers,"Park Falls Industrial Management, LLC",54876,WI,ENC,MRO,322,7,Industrial NAICS Cogen,GEN1,ST,"21,811",2018
50621,Y,Central Power Plant,State of Rhode Island,18000,RI,NEW,NPCC,622,5,Commercial NAICS Cogen,GEN4,ST,0,2018
50625,Y,ExxonMobil Beaumont Refinery,ExxonMobil Oil Corp,6090,TX,WSC,SERC,32411,7,Industrial NAICS Cogen,TG22,ST,"5,857",2018
50625,Y,ExxonMobil Beaumont Refinery,ExxonMobil Oil Corp,6090,TX,WSC,SERC,32411,7,Industrial NAICS Cogen,TG23,ST,"166,826",2018
50625,Y,ExxonMobil Beaumont Refinery,ExxonMobil Oil Corp,6090,TX,WSC,SERC,32411,7,Industrial NAICS Cogen,TG32,ST,"116,601",2018
50625,Y,ExxonMobil Beaumont Refinery,ExxonMobil Oil Corp,6090,TX,WSC,SERC,32411,7,Industrial NAICS Cogen,TG33,ST,"94,613",2018
50625,Y,ExxonMobil Beaumont Refinery,ExxonMobil Oil Corp,6090,TX,WSC,SERC,32411,7,Industrial NAICS Cogen,TG34,ST,"200,160",2018
50627,Y,ExxonMobil Oil Joliet Refinery,ExxonMobil Oil Corp,5519,IL,ENC,RFC,32411,7,Industrial NAICS Cogen,MG,ST,"49,159",2018
50628,Y,Paulsboro Refinery,Paulsboro Refining Company - LLC,19691,NJ,MAT,RFC,32411,7,Industrial NAICS Cogen,GEN2,ST,"110,155",2018
50628,Y,Paulsboro Refinery,Paulsboro Refining Company - LLC,19691,NJ,MAT,RFC,32411,7,Industrial NAICS Cogen,GEN3,ST,"102,338",2018
50629,N,Covanta Lake County Energy,Covanta Lake Inc,4482,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"86,633",2018
50630,N,Covanta Marion Inc,Covanta Marion Inc,4476,OR,PACC,WECC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"70,695",2018
50632,N,Covanta Stanislaus Energy,Covanta Stanislaus Inc,4498,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"150,018",2018
50637,Y,Clearwater Paper IPP Lewiston,Clearwater Paper Corporation,56225,ID,MTN,WECC,32213,7,Industrial NAICS Cogen,GEN1,ST,0,2018
50637,Y,Clearwater Paper IPP Lewiston,Clearwater Paper Corporation,56225,ID,MTN,WECC,32213,7,Industrial NAICS Cogen,GEN2,ST,0,2018
50637,Y,Clearwater Paper IPP Lewiston,Clearwater Paper Corporation,56225,ID,MTN,WECC,32213,7,Industrial NAICS Cogen,GEN3,ST,"172,418",2018
50637,Y,Clearwater Paper IPP Lewiston,Clearwater Paper Corporation,56225,ID,MTN,WECC,32213,7,Industrial NAICS Cogen,GEN4,ST,"196,044",2018
50638,Y,Clearwater Paper APP CB,Clearwater Paper Corporation,56225,AR,WSC,SERC,32213,7,Industrial NAICS Cogen,GEN1,ST,"114,545",2018
50639,Y,Sappi Cloquet Mill,Sappi Cloquet LLC,16653,MN,WNC,MRO,322122,7,Industrial NAICS Cogen,GEN3,ST,"120,636",2018
50639,Y,Sappi Cloquet Mill,Sappi Cloquet LLC,16653,MN,WNC,MRO,322122,7,Industrial NAICS Cogen,GEN4,ST,"179,859",2018
50639,Y,Sappi Cloquet Mill,Sappi Cloquet LLC,16653,MN,WNC,MRO,322122,7,Industrial NAICS Cogen,GEN5,ST,"141,657",2018
50647,Y,Covanta Indianapolis Energy,Covanta Indianapolis Inc,4497,IN,ENC,RFC,562212,5,Commercial NAICS Cogen,GEN1,ST,"45,083",2018
50648,N,Covanta Bristol Energy,Covanta Bristol Inc,4474,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"89,723",2018
50649,N,Covanta Babylon Inc,Covanta Babylon Inc,4484,NY,MAT,NPCC,562213,4,Commercial NAICS Non-Cogen,GEN1,ST,"112,112",2018
50650,N,ReEnergy Stratton LLC,ReEnergy Stratton LLC,1950,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,UNI1,ST,"248,041",2018
50656,N,Huntington Resource Recovery Facility,Huntington Resource Recovery,9097,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"189,102",2018
50657,N,Montgomery County Resource Recovery,"Covanta Montgomery, Inc.",49760,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"333,268",2018
50658,N,Covanta Fairfax Energy,Covanta Fairfax Inc,4425,VA,SAT,SERC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"326,278",2018
50658,N,Covanta Fairfax Energy,Covanta Fairfax Inc,4425,VA,SAT,SERC,22,2,NAICS-22 Non-Cogen,GEN2,ST,"337,379",2018
50660,Y,Covanta Tulsa Renewable Energy LLC,Covanta Tulsa Renewable Energy LLC,56316,OK,WSC,SERC,32411,7,Industrial NAICS Cogen,GEN1,ST,"7,256",2018
50661,N,Covanta Haverhill,Ogden Projects Inc-Haverhill,13982,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"335,821",2018
50662,N,Onondaga County Resource Recovery,Covanta Onondega LP,4487,NY,MAT,NPCC,562213,4,Commercial NAICS Non-Cogen,GEN1,ST,"216,103",2018
50663,N,Covanta Alexandria/Arlington Energy,Covanta Alexandria/Arlington,4496,VA,SAT,SERC,562213,4,Commercial NAICS Non-Cogen,GEN1,ST,"77,185",2018
50663,N,Covanta Alexandria/Arlington Energy,Covanta Alexandria/Arlington,4496,VA,SAT,SERC,562213,4,Commercial NAICS Non-Cogen,GEN2,ST,"55,070",2018
50666,N,Pasco Cnty Solid Waste Resource Recovery,Pasco County,14519,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"188,631",2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,LMA,CT,"656,277",2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,LMB,CT,0,2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,LMC,CT,0,2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,LMD,CT,0,2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,LME,CT,0,2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,STA,CA,"85,413",2018
50707,Y,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,22,1,Electric Utility,STB,CA,"42,314",2018
50711,Y,University of Alaska Fairbanks,University of Alaska,19511,AK,PACN,ASCC,611,5,Commercial NAICS Cogen,GEN1,ST,0,2018
50711,Y,University of Alaska Fairbanks,University of Alaska,19511,AK,PACN,ASCC,611,5,Commercial NAICS Cogen,GEN2,ST,0,2018
50711,Y,University of Alaska Fairbanks,University of Alaska,19511,AK,PACN,ASCC,611,5,Commercial NAICS Cogen,GEN3,ST,"41,638",2018
50729,Y,Clairton Works,United States Steel- Clairton,19517,PA,MAT,RFC,3311,7,Industrial NAICS Cogen,GEN1,ST,"126,906",2018
50729,Y,Clairton Works,United States Steel- Clairton,19517,PA,MAT,RFC,3311,7,Industrial NAICS Cogen,GEN3,ST,"2,338",2018
50732,Y,Mon Valley Works,United States Steel-Mon Valley,19519,PA,MAT,RFC,3311,7,Industrial NAICS Cogen,GEN1,ST,"226,584",2018
50732,Y,Mon Valley Works,United States Steel-Mon Valley,19519,PA,MAT,RFC,3311,7,Industrial NAICS Cogen,GEN2,ST,"118,888",2018
50732,Y,Mon Valley Works,United States Steel-Mon Valley,19519,PA,MAT,RFC,3311,7,Industrial NAICS Cogen,GEN3,ST,0,2018
50733,Y,Gary Works,United States Steel-Gary,19526,IN,ENC,RFC,3311,7,Industrial NAICS Cogen,STG1,ST,"1,166,455",2018
50739,N,Pinetree Power Tamworth,Pinetree Power- Tamworth LLC.,15085,NH,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"92,855",2018
50743,Y,Starrett City Cogen Facility,Starrett City Inc,18020,NY,MAT,NPCC,521,5,Commercial NAICS Cogen,GEN1,ST,"28,059",2018
50743,Y,Starrett City Cogen Facility,Starrett City Inc,18020,NY,MAT,NPCC,521,5,Commercial NAICS Cogen,GEN2,ST,"29,802",2018
50744,N,Sterling Power Plant,Sterling Power Partners LP,14182,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,CT,"17,855",2018
50744,N,Sterling Power Plant,Sterling Power Partners LP,14182,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GEN2,CA,"7,385",2018
50748,N,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GEN1,CT,"12,258",2018
50748,N,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GEN2,CA,"3,543",2018
50770,N,Viking Energy of McBain,Viking Energy Corp,19781,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"145,899",2018
50772,N,Viking Energy of Lincoln,Viking Energy Corp,19781,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"143,682",2018
50774,N,Telogia Power,Telogia Power LLC,54827,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"88,523",2018
50776,N,Panther Creek Energy Facility,"Panther Creek Power Operating, LLC",14432,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,"152,019",2018
50799,N,Parlin Power Plant,"Consolidated Edison Energy, Inc.",61536,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN1,CT,"6,323",2018
50799,N,Parlin Power Plant,"Consolidated Edison Energy, Inc.",61536,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN2,CT,"6,641",2018
50799,N,Parlin Power Plant,"Consolidated Edison Energy, Inc.",61536,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN3,CA,"2,626",2018
50799,N,Parlin Power Plant,"Consolidated Edison Energy, Inc.",61536,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN4,CA,"2,693",2018
50803,Y,Seminole Mill,RockTenn-Seminole,27718,FL,SAT,FRCC,32213,7,Industrial NAICS Cogen,GEN3,ST,"120,298",2018
50804,Y,Port Wentworth Mill,International Paper Port Wentworth Mill,20505,GA,SAT,SERC,322,7,Industrial NAICS Cogen,GEN4,ST,"323,920",2018
50804,Y,Port Wentworth Mill,International Paper Port Wentworth Mill,20505,GA,SAT,SERC,322,7,Industrial NAICS Cogen,GEN5,ST,"126,379",2018
50806,Y,Florence Mill,WestRock-Florence,18162,SC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN1,ST,"40,152",2018
50806,Y,Florence Mill,WestRock-Florence,18162,SC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN2,ST,"81,734",2018
50806,Y,Florence Mill,WestRock-Florence,18162,SC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN3,ST,"318,246",2018
50807,Y,WestRock Panama City Mill,WestRock Corp-Panama City,18157,FL,SAT,FRCC,322122,7,Industrial NAICS Cogen,GEN3,ST,"21,748",2018
50807,Y,WestRock Panama City Mill,WestRock Corp-Panama City,18157,FL,SAT,FRCC,322122,7,Industrial NAICS Cogen,GEN4,ST,"59,342",2018
50807,Y,WestRock Panama City Mill,WestRock Corp-Panama City,18157,FL,SAT,FRCC,322122,7,Industrial NAICS Cogen,GEN6,ST,"116,418",2018
50810,Y,Westrock Hodge (LA),Westrock (LA),18155,LA,WSC,SERC,322122,7,Industrial NAICS Cogen,NO 7,ST,"150,005",2018
50810,Y,Westrock Hodge (LA),Westrock (LA),18155,LA,WSC,SERC,322122,7,Industrial NAICS Cogen,NO 8,ST,"158,771",2018
50810,Y,Westrock Hodge (LA),Westrock (LA),18155,LA,WSC,SERC,322122,7,Industrial NAICS Cogen,NO 9,ST,"184,191",2018
50813,Y,Hopewell Mill,RockTenn-Hopewell,18147,VA,SAT,SERC,32213,7,Industrial NAICS Cogen,GEN1,ST,"287,497",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN1,CT,"415,833",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN2,CT,"421,838",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN3,CT,"397,154",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN4,CT,"405,121",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN5,CT,"402,004",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN6,CA,"535,782",2018
50815,Y,Optim Energy Altura Cogen LLC,Optim Energy LLC,55879,TX,WSC,TRE,22,3,NAICS-22 Cogen,GEN7,CT,"412,343",2018
50835,Y,TES Filer City Station,TES Filer City Station LP,18414,MI,ENC,RFC,22,3,NAICS-22 Cogen,GEN1,ST,"505,400",2018
50837,Y,Southeast Resource Recovery,SERRF Joint Powers Authority,16899,CA,PACC,WECC,22,3,NAICS-22 Cogen,GEN1,ST,"170,039",2018
