PlantID,CombinedHeatAndPowerPlant,NuclearUnitID,PlantName,OperatorName,OperatorID,PlantState,CensusRegion,NERCRegion,NAICSCode,EIASectorNumber,SectorName,ReportedPrimeMover,ReportedFuelTypeCode,AERFuelTypeCode,TotalFuelConsumptionQuantity,ElectricFuelConsumptionQuantity,TotalFuelConsumptionMMBtu,ElecFuelConsumptionMMBtu,NetGenerationMWh,YEAR
50189,Y,.,Domtar Paper Co LLC Plymouth NC,Domtar Paper Company LLC,55903,NC,SAT,SERC,322,7,Industrial NAICS Cogen,ST,RFO,RFO,0,0,0,0,0,2018
50189,Y,.,Domtar Paper Co LLC Plymouth NC,Domtar Paper Company LLC,55903,NC,SAT,SERC,322,7,Industrial NAICS Cogen,ST,WDS,WWW,"357,773","38,607","6,074,986","655,549","137,805",2018
50190,N,.,Domtar Paper Company Rothschild,Domtar Paper Company Rothschild,55997,WI,ENC,MRO,322122,6,Industrial NAICS Non-Cogen,HY,WAT,HYC,0,0,"115,944","115,944","12,735",2018
50190,N,.,Domtar Paper Company Rothschild,Domtar Paper Company Rothschild,55997,WI,ENC,MRO,322122,6,Industrial NAICS Non-Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50190,N,.,Domtar Paper Company Rothschild,Domtar Paper Company Rothschild,55997,WI,ENC,MRO,322122,6,Industrial NAICS Non-Cogen,ST,NG,NG,0,0,0,0,0,2018
50191,Y,.,IP Springfield Oregon,International Paper Corporation - Springfield,56289,OR,PACC,WECC,32213,7,Industrial NAICS Cogen,ST,BLQ,WWW,"353,194","22,306","4,040,539","255,183","53,848",2018
50191,Y,.,IP Springfield Oregon,International Paper Corporation - Springfield,56289,OR,PACC,WECC,32213,7,Industrial NAICS Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50191,Y,.,IP Springfield Oregon,International Paper Corporation - Springfield,56289,OR,PACC,WECC,32213,7,Industrial NAICS Cogen,ST,NG,NG,"1,369,214","90,944","1,410,290","93,672","19,767",2018
50191,Y,.,IP Springfield Oregon,International Paper Corporation - Springfield,56289,OR,PACC,WECC,32213,7,Industrial NAICS Cogen,ST,RFO,RFO,0,0,0,0,0,2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,BLQ,WWW,"985,375","146,333","11,824,500","1,755,992","250,488",2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,NG,NG,"6,618,488","986,110","6,618,488","986,110","140,664",2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,OBS,ORW,"137,115","20,438","2,468,070","367,880","52,473",2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,PC,PC,0,0,0,0,0,2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,RFO,RFO,0,0,0,0,0,2018
50192,Y,.,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,MRO,32213,7,Industrial NAICS Cogen,ST,WDS,WWW,0,0,0,0,0,2018
50200,Y,.,B Braun Medical,B Braun Medical Inc,1058,CA,PACC,WECC,339,7,Industrial NAICS Cogen,GT,NG,NG,"610,167","195,563","627,252","201,039","40,066",2018
50201,N,.,"Multitrade Rabun Gap, LLC",Multitrade Rabun Gap LLC,56216,GA,SAT,SERC,22,2,NAICS-22 Non-Cogen,ST,WDS,WWW,"190,504","190,504","1,828,383","1,828,383","96,873",2018
50203,Y,.,US Gypsum Oakfield,U S Gypsum Co,19351,NY,MAT,NPCC,322,7,Industrial NAICS Cogen,GT,NG,NG,"318,483","117,500","342,371","126,312","23,219",2018
50205,N,.,Williams Ignacio Natural Gas Plant,Harvest Midstream Co,28473,CO,MTN,WECC,324,6,Industrial NAICS Non-Cogen,ST,NG,NG,0,0,0,0,0,2018
50205,N,.,Williams Ignacio Natural Gas Plant,Harvest Midstream Co,28473,CO,MTN,WECC,324,6,Industrial NAICS Non-Cogen,ST,WH,OTH,0,0,"379,144","379,144","41,646",2018
50206,N,.,Vallecito Hydroelectric,Ptarmigan Res & Engy Inc,27762,CO,MTN,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"171,199","171,199","18,805",2018
50208,N,.,Pinetree Power,Pinetree Power Inc,15064,NH,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,WDS,WWW,"142,618","142,618","1,212,449","1,212,449","76,264",2018
50210,N,.,Vulcan-BN Geothermal Power Company,CalEnergy Operating Corporation,49899,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,GEO,GEO,0,0,"2,494,205","2,494,205","273,968",2018
50215,N,.,York County Resource Recovery,York County Solid W & R Auth,21128,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50215,N,.,York County Resource Recovery,York County Solid W & R Auth,21128,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,MSB,MLG,"265,394","265,394","1,903,405","1,903,405","74,339",2018
50215,N,.,York County Resource Recovery,York County Solid W & R Auth,21128,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,MSN,OTH,"149,287","149,287","1,828,759","1,828,759","71,424",2018
50215,N,.,York County Resource Recovery,York County Solid W & R Auth,21128,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"541,065","541,065","541,065","541,065","20,203",2018
50216,Y,.,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,CA,NG,NG,"621,327","353,481","640,579","364,466","156,045",2018
50216,Y,.,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,CA,OG,OOG,"2,305,980","169,989","2,422,775","182,869","33,229",2018
50216,Y,.,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,CA,WO,WOO,0,0,0,0,"1,780",2018
50216,Y,.,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,CT,NG,NG,"27,606,977","13,579,415","28,479,486","14,008,747","2,455,735",2018
50216,Y,.,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,CT,OG,OOG,"3,366,509","1,608,234","3,622,367","1,733,989","315,086",2018
50216,Y,.,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,CT,WO,WOO,"71,312","36,135","310,633","157,400","26,821",2018
50218,N,.,Woodward Power Plant,Turlock Irrigation District,19281,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"24,345","24,345","2,674",2018
50219,N,.,Frankenheimer Power Plant,Turlock Irrigation District,19281,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"105,489","105,489","11,587",2018
50223,N,.,Nelson Creek,Nelson Creek Power Inc,13353,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"8,976","8,976",986,2018
50224,Y,.,Oxnard Wastewater Treatment Plant,Oxnard City of,22045,CA,PACC,WECC,22132,5,Commercial NAICS Cogen,IC,NG,NG,"13,940","9,527","13,940","9,527","1,145",2018
50224,Y,.,Oxnard Wastewater Treatment Plant,Oxnard City of,22045,CA,PACC,WECC,22132,5,Commercial NAICS Cogen,IC,OBG,ORW,"101,411","69,430","60,848","41,658","5,006",2018
50224,Y,.,Oxnard Wastewater Treatment Plant,Oxnard City of,22045,CA,PACC,WECC,22132,5,Commercial NAICS Cogen,IC,PG,WOO,1,1,3,2,0,2018
50225,N,.,Regional Waste Systems,Ecomaine,15824,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,MSB,MLG,"112,747","112,747","898,454","898,454","42,630",2018
50225,N,.,Regional Waste Systems,Ecomaine,15824,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,MSN,OTH,"63,422","63,422","863,233","863,233","40,959",2018
50225,N,.,Regional Waste Systems,Ecomaine,15824,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"12,560","12,560","12,560","12,560",585,2018
50228,N,.,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"4,971","4,971",546,2018
50229,Y,.,Texas Petrochemicals,"TPC Group, LLC",18760,TX,WSC,TRE,32511,7,Industrial NAICS Cogen,ST,NG,NG,"10,876,581","841,918","11,518,299","891,593","218,373",2018
50229,Y,.,Texas Petrochemicals,"TPC Group, LLC",18760,TX,WSC,TRE,32511,7,Industrial NAICS Cogen,ST,OG,OOG,"462,739","35,591","735,934","56,634","13,871",2018
50230,Y,.,Robbins Lumber,Robbins Lumber Inc,16191,ME,NEW,NPCC,321,7,Industrial NAICS Cogen,IC,DFO,DFO,114,111,694,669,99,2018
50230,Y,.,Robbins Lumber,Robbins Lumber Inc,16191,ME,NEW,NPCC,321,7,Industrial NAICS Cogen,ST,WDS,WWW,0,0,0,0,0,2018
50231,Y,.,SDS Lumber Gorge Energy Division,SDS Lumber Co,22803,WA,PACC,WECC,321,7,Industrial NAICS Cogen,ST,WDS,WWW,"18,351",0,"317,475",0,0,2018
50233,N,.,San Dimas Wash Generating Station,San Gabriel Valley Mun Wtr Dt,22635,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"10,852","10,852","1,192",2018
50234,Y,.,San Antonio Regional Hospital,San Antonio Regional Hospital,16583,CA,PACC,WECC,622,5,Commercial NAICS Cogen,IC,NG,NG,"164,421","148,449","170,176","153,643","11,474",2018
50240,Y,.,Purdue University,Purdue University,15526,IN,ENC,RFC,611,5,Commercial NAICS Cogen,IC,DFO,DFO,118,66,655,354,72,2018
50240,Y,.,Purdue University,Purdue University,15526,IN,ENC,RFC,611,5,Commercial NAICS Cogen,ST,BIT,COL,"41,559","6,808","941,698","154,276","29,483",2018
50240,Y,.,Purdue University,Purdue University,15526,IN,ENC,RFC,611,5,Commercial NAICS Cogen,ST,NG,NG,"3,232,110","480,418","3,361,395","499,634","95,481",2018
50241,Y,.,Tenet Hospital,Tenet Hospital Ltd,27378,TX,WSC,TRE,622,5,Commercial NAICS Cogen,IC,DFO,DFO,89,15,518,89,13,2018
50241,Y,.,Tenet Hospital,Tenet Hospital Ltd,27378,TX,WSC,TRE,622,5,Commercial NAICS Cogen,IC,NG,NG,0,0,0,0,0,2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,GT,BIT,COL,0,0,0,0,0,2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,GT,DFO,DFO,"11,568","5,938","67,326","34,560","5,821",2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,GT,NG,NG,"55,218","25,624","56,775","26,345","4,400",2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,ST,NG,NG,0,0,0,0,0,2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,ST,RFO,RFO,0,0,0,0,0,2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,ST,SLW,ORW,0,0,0,0,0,2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,ST,TDF,OTH,0,0,0,0,0,2018
50243,Y,.,Bucksport Generation LLC,Bucksport Generation LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,ST,WDS,WWW,0,0,0,0,0,2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,BIT,COL,"246,311","21,024","6,829,938","582,979","105,934",2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,BLQ,WWW,"942,691","80,275","9,426,910","802,749","145,869",2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,KER,WOO,0,0,0,0,0,2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,NG,NG,"2,775,512","236,583","2,864,327","244,154","44,365",2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,PG,WOO,0,0,0,0,0,2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,RFO,RFO,"58,299","4,983","383,023","32,740","5,949",2018
50244,Y,.,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,WDS,WWW,"54,434","4,647","490,994","41,928","7,619",2018
50250,Y,.,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,BIT,COL,0,0,0,0,0,2018
50250,Y,.,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,BLQ,WWW,"959,746","137,759","11,325,001","1,625,543","368,338",2018
50250,Y,.,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50250,Y,.,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,NG,NG,"3,116,883","449,356","3,172,987","457,446","103,654",2018
50250,Y,.,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,ST,WDS,WWW,0,0,0,0,0,2018
50251,Y,.,Verso Paper Quinnesec Mich Mill,Verso Paper - Quinnesec,56187,MI,ENC,RFC,322,7,Industrial NAICS Cogen,ST,BIT,COL,137,28,"3,425",685,100,2018
50251,Y,.,Verso Paper Quinnesec Mich Mill,Verso Paper - Quinnesec,56187,MI,ENC,RFC,322,7,Industrial NAICS Cogen,ST,BLQ,WWW,"717,923","146,946","7,825,361","1,601,725","234,417",2018
50251,Y,.,Verso Paper Quinnesec Mich Mill,Verso Paper - Quinnesec,56187,MI,ENC,RFC,322,7,Industrial NAICS Cogen,ST,NG,NG,"467,450","92,253","472,124","93,176","13,636",2018
50251,Y,.,Verso Paper Quinnesec Mich Mill,Verso Paper - Quinnesec,56187,MI,ENC,RFC,322,7,Industrial NAICS Cogen,ST,WDS,WWW,"405,438","83,357","3,527,312","725,201","106,135",2018
50252,N,.,Sartell Dam,Eagle Creek RE LLC,57280,MN,WNC,MRO,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"325,632","325,632","35,768",2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,AB,ORW,0,0,0,0,0,2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,BIT,COL,"72,107","6,214","1,845,939","159,084","34,310",2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,BLQ,WWW,"590,934","50,965","7,150,304","616,687","133,003",2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,DFO,DFO,"1,656",142,"10,433",893,193,2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,NG,NG,"485,937","41,854","485,937","41,854","9,027",2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,RFO,RFO,"18,748","1,544","118,113","9,732","2,099",2018
50254,Y,.,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,ST,WDS,WWW,"135,142","11,638","1,216,278","104,748","22,592",2018
50260,N,.,Oakwood Hospital & Medical Center,Oakwood Hospital Med Center,13945,MI,ENC,RFC,622,4,Commercial NAICS Non-Cogen,IC,DFO,DFO,54,54,312,312,22,2018
50260,N,.,Oakwood Hospital & Medical Center,Oakwood Hospital Med Center,13945,MI,ENC,RFC,622,4,Commercial NAICS Non-Cogen,IC,NG,NG,0,0,0,0,0,2018
50261,N,.,New Lahontan,Truckee-Carson Irrigation District,40444,NV,MTN,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"166,887","166,887","18,331",2018
50267,N,.,Redlands Water & Power,Redlands Water & Power Company,15787,CO,MTN,WECC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"68,963","68,963","7,575",2018
50268,N,.,Hewittville Hydroelectric,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"121,965","121,965","13,397",2018
50269,N,.,Unionville Hydro Project 2499 NY,Erie Boulevard Hydropower LP,5914,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"115,693","115,693","12,708",2018
50273,N,.,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50273,N,.,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,MSB,MLG,"80,783","80,783","579,376","579,376","19,311",2018
50273,N,.,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,MSN,OTH,"45,440","45,440","556,640","556,640","18,554",2018
50273,N,.,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"15,669","15,669","15,669","15,669",522,2018
50273,N,.,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,TDF,OTH,260,260,"6,240","6,240",208,2018
50273,N,.,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,WDS,WWW,"1,993","1,993","21,923","21,923",731,2018
50274,Y,.,Simplot Leasing Don Plant,Simplot Leasing Corp,17191,ID,MTN,WECC,325311,7,Industrial NAICS Cogen,ST,NG,NG,0,0,0,0,0,2018
50274,Y,.,Simplot Leasing Don Plant,Simplot Leasing Corp,17191,ID,MTN,WECC,325311,7,Industrial NAICS Cogen,ST,WH,OTH,0,0,"582,399","582,399","63,972",2018
50275,Y,.,Park 500 Philip Morris USA,Philip Morris USA - Park 500,14465,VA,SAT,SERC,312,7,Industrial NAICS Cogen,ST,BIT,COL,0,0,0,0,0,2018
50275,Y,.,Park 500 Philip Morris USA,Philip Morris USA - Park 500,14465,VA,SAT,SERC,312,7,Industrial NAICS Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50275,Y,.,Park 500 Philip Morris USA,Philip Morris USA - Park 500,14465,VA,SAT,SERC,312,7,Industrial NAICS Cogen,ST,NG,NG,"849,976","275,507","858,475","278,262","23,495",2018
50276,N,.,Wintec Energy Ltd,Wintec Energy Ltd,20707,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,WT,WND,WND,0,0,"3,260","3,260",358,2018
50278,N,.,Worumbo Hydro Station,Eagle Creek RE LLC,57280,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"785,192","785,192","86,247",2018
50279,N,.,Archbald Power Station,PEI Power Corp,22174,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GT,LFG,MLG,"445,208","445,208","231,508","231,508","19,315",2018
50279,N,.,Archbald Power Station,PEI Power Corp,22174,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,"387,456","387,456","397,917","397,917","35,424",2018
50279,N,.,Archbald Power Station,PEI Power Corp,22174,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GT,OG,OOG,0,0,0,0,0,2018
50279,N,.,Archbald Power Station,PEI Power Corp,22174,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,LFG,MLG,"3,698,795","3,698,795","1,887,389","1,887,389","132,483",2018
50279,N,.,Archbald Power Station,PEI Power Corp,22174,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"37,324","37,324","38,332","38,332","2,611",2018
50280,N,.,Dahowa Hydro,GR Catalyst Two LLC,63070,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"275,779","275,779","30,292",2018
50281,N,.,San Gorgonio Farms Wind Farm,San Gorgonio Farms Inc,16630,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,WT,WND,WND,0,0,"836,239","836,239","91,854",2018
50282,Y,.,Luke Mill,Verso Luke LLC,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,ST,BIT,COL,"187,638","15,320","4,016,284","328,394","59,744",2018
50282,Y,.,Luke Mill,Verso Luke LLC,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,ST,BLQ,WWW,"566,548","44,923","6,492,648","514,543","92,690",2018
50282,Y,.,Luke Mill,Verso Luke LLC,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,ST,DFO,DFO,0,0,0,0,0,2018
50282,Y,.,Luke Mill,Verso Luke LLC,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,ST,NG,NG,"2,777,997","220,118","2,777,997","220,118","39,449",2018
50282,Y,.,Luke Mill,Verso Luke LLC,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,ST,RFO,RFO,0,0,0,0,0,2018
50282,Y,.,Luke Mill,Verso Luke LLC,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,ST,WO,WOO,"32,434","2,678","188,117","15,534","2,852",2018
50285,N,.,Lower Village Water Power Project,Sugar River Power LLC,60832,NH,NEW,NPCC,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,0,0,"56,316","56,316","6,186",2018
50290,N,.,SEMASS Resource Recovery,SEMASS Partnership,16929,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,"2,967","2,967","17,209","17,209",904,2018
50290,N,.,SEMASS Resource Recovery,SEMASS Partnership,16929,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,MSB,MLG,"681,243","681,243","5,428,825","5,428,825","287,117",2018
50290,N,.,SEMASS Resource Recovery,SEMASS Partnership,16929,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,MSN,OTH,"383,199","383,199","5,215,788","5,215,788","275,850",2018
50290,N,.,SEMASS Resource Recovery,SEMASS Partnership,16929,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"82,946","82,946","82,946","82,946","4,378",2018
50292,N,.,Bethpage Power Plant,Calpine Eastern Corp,24457,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,CA,DFO,DFO,0,0,0,0,0,2018
50292,N,.,Bethpage Power Plant,Calpine Eastern Corp,24457,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,CA,NG,NG,"159,353","159,353","164,063","164,063","84,011",2018
50292,N,.,Bethpage Power Plant,Calpine Eastern Corp,24457,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,CT,DFO,DFO,0,0,0,0,0,2018
50292,N,.,Bethpage Power Plant,Calpine Eastern Corp,24457,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,CT,NG,NG,"3,189,345","3,189,345","3,283,461","3,283,461","300,832",2018
50292,N,.,Bethpage Power Plant,Calpine Eastern Corp,24457,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,"706,132","706,132","726,612","726,612","70,378",2018
50292,N,.,Bethpage Power Plant,Calpine Eastern Corp,24457,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,IC,DFO,DFO,0,0,0,0,0,2018
50293,N,.,Wadham Energy LP,Wadham Energy Ltd Partners,19946,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,AB,ORW,"189,963","189,963","2,279,556","2,279,556","165,671",2018
50293,N,.,Wadham Energy LP,Wadham Energy Ltd Partners,19946,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,"7,817","7,817","8,019","8,019",545,2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,BIT,COL,"1,087",99,"28,696","2,595",518,2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,BLQ,WWW,"1,200,125","103,436","14,401,500","1,241,233","248,033",2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,DFO,DFO,"4,432",390,"25,706","2,261",452,2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,NG,NG,"3,076,233","270,919","3,137,757","276,337","55,220",2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,RFO,RFO,0,0,0,0,0,2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,TDF,OTH,"11,510","1,027","356,810","31,815","6,358",2018
50296,Y,.,Packaging Corp of America,Packaging Corp of America,14362,TN,ESC,SERC,32213,7,Industrial NAICS Cogen,ST,WDS,WWW,"591,123","51,922","4,728,984","415,361","83,000",2018
50299,N,.,AltaGas Ripon Energy Inc.,AltaGas Ripon Energy Inc.,60134,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,"95,633","95,633","99,585","99,585","9,868",2018
50300,N,.,AltaGas Pomona Energy Inc.,AltaGas Pomona Energy Inc.,54736,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,"21,480","21,480",0,0,"-2,468",2018
50300,N,.,AltaGas Pomona Energy Inc.,AltaGas Pomona Energy Inc.,54736,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,0,0,0,0,0,2018
