"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"2250","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG13","5610 50481 TG13",26739,7,"Conventional Steam Coal","BIT","OP",1,1960,NA,NA,43.605675146771
"2251","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG14","5610 50481 TG14",65540,10,"Conventional Steam Coal","BIT","OP",4,1962,NA,NA,74.8173515981735
"2252","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG15","5610 50481 TG15",31636,7.5,"Conventional Steam Coal","BIT","OP",10,1963,NA,NA,48.1522070015221
"2253","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG16","5610 50481 TG16",69947,10.4,"Natural Gas Steam Turbine","NG","OP",7,1966,NA,NA,76.7770899192132
"2254","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG17","5610 50481 TG17",57110,10.4,"Conventional Steam Coal","BIT","OP",10,1966,NA,NA,62.6865999297506
"2255","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG18","5610 50481 TG18",68446,10.4,"Natural Gas Steam Turbine","NG","OP",7,1967,NA,NA,75.1295223041798
"2256","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG19","5610 50481 TG19",66514,10.4,"Natural Gas Steam Turbine","NG","OP",3,1970,NA,NA,73.0088689848964
"2257","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG20","5610 50481 TG20",63169,10.4,"Conventional Steam Coal","BIT","OP",4,1972,NA,NA,69.3372409553916
"2258","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG21","5610 50481 TG21",103118,15,"Natural Gas Steam Turbine","NG","OP",7,1969,NA,NA,78.4764079147641
"2259","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG22","5610 50481 TG22",86651,15.4,"Conventional Steam Coal","BIT","OP",9,1982,NA,NA,64.2316017316017
"2260","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG24","5610 50481 TG24",117515,16.8,"Natural Gas Steam Turbine","NG","OP",7,1983,NA,NA,79.8509186779735
"2261","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG25","5610 50481 TG25",128718,18,"Conventional Steam Coal","BIT","OP",12,1994,NA,NA,81.6324200913242
"2262","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TG26","5610 50481 TG26",93828,16.6,"Conventional Steam Coal","BIT","OP",10,1994,NA,NA,64.5238488199373
"2263","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TGO7","5610 50481 TGO7",25362,6,"Conventional Steam Coal","BIT","OP",9,1936,NA,NA,48.2534246575342
"2264","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TGO8","5610 50481 TGO8",29302,6,"Conventional Steam Coal","BIT","OP",9,1939,NA,NA,55.7496194824962
"2265","Eastman Chemical Co-TN Ops","Tennessee Eastman Operations","TN","Sullivan",5610,50481,"TGO9","5610 50481 TGO9",24295,6,"Conventional Steam Coal","BIT","OP",7,1941,NA,NA,46.2233637747336
"2266","United States Sugar Corp","Clewiston Sugar House","FL","Hendry",19365,50482,"TG6","19365 50482 TG6",82865,15,"Other Waste Biomass","AB","OP",3,2004,NA,NA,63.0631659056317
"2267","United States Sugar Corp","Clewiston Sugar House","FL","Hendry",19365,50482,"TG7","19365 50482 TG7",94416,20,"Other Waste Biomass","AB","OP",10,2006,NA,NA,53.8904109589041
"2268","United States Sugar Corp","Clewiston Sugar House","FL","Hendry",19365,50482,"TG8","19365 50482 TG8",77809,14,"Other Waste Biomass","AB","OP",12,2007,NA,NA,63.4450424005219
"2269","Eagle 2 US LLC","PPG Powerhouse C","LA","Calcasieu",14306,50489,"C3","14306 50489 C3",303542,57.1,"Natural Gas Steam Turbine","NG","OP",9,1977,NA,NA,60.6846116322402
"2270","Eagle 2 US LLC","PPG Plant C Caustic","LA","Calcasieu",14306,50490,"TE","14306 50490 TE",14046,3.4,"Natural Gas Steam Turbine","NG","OP",10,1986,NA,NA,47.1595487510073
"2271","Westlake Chemical Natrium Plant","Axiall Natrium Plant","WV",NA,60586,50491,"GEN3","60586 50491 GEN3",8338,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","Westlake Chemical Natrium Plant","Axiall Natrium Plant","WV","Marshall",60586,50491,"GEN4","60586 50491 GEN4",0,7.5,"Natural Gas Steam Turbine","NG","OP",1,1943,NA,NA,0
"2273","Westlake Chemical Natrium Plant","Axiall Natrium Plant","WV","Marshall",60586,50491,"GEN6","60586 50491 GEN6",168681,26,"Natural Gas Steam Turbine","NG","OP",1,1954,NA,NA,74.0608535300316
"2274","Westlake Chemical Natrium Plant","Axiall Natrium Plant","WV","Marshall",60586,50491,"GEN7","60586 50491 GEN7",200213,82,"Natural Gas Steam Turbine","NG","OP",1,1966,NA,NA,27.8723967034191
"2275","Morris Energy Operations Company, LLC","Bayonne Plant Holding LLC","NJ",NA,56516,50497,"GTG1","56516 50497 GTG1",1207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","Morris Energy Operations Company, LLC","Bayonne Plant Holding LLC","NJ",NA,56516,50497,"GTG2","56516 50497 GTG2",1013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","Morris Energy Operations Company, LLC","Bayonne Plant Holding LLC","NJ",NA,56516,50497,"GTG3","56516 50497 GTG3",146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278","Morris Energy Operations Company, LLC","Bayonne Plant Holding LLC","NJ",NA,56516,50497,"STG1","56516 50497 STG1",975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","Capitol District Energy Center","Capitol District Energy Center","CT","Hartford",2956,50498,"GTG","2956 50498 GTG",36591,39.8,"Natural Gas Fired Combined Cycle","NG","OP",10,1988,NA,NA,10.4951125490466
"2280","Capitol District Energy Center","Capitol District Energy Center","CT","Hartford",2956,50498,"STG","2956 50498 STG",16663,30.7,"Natural Gas Fired Combined Cycle","NG","OP",10,1988,NA,NA,6.1959900644029
"2281","Tesoro Refining and Marketing Company","Equilon Los Angeles Refining","CA","Los Angeles",55985,50530,"GEN3","55985 50530 GEN3",14508,23,"Other Gases","OG","OA",4,1991,NA,NA,7.20071471113758
"2282","Harbor Cogeneration Co.","Harbor Cogen","CA","Los Angeles",8303,50541,"ST1","8303 50541 ST1",0,13.6,"Natural Gas Fired Combined Cycle","NG","OA",6,2001,NA,NA,0
"2283","Harbor Cogeneration Co.","Harbor Cogen","CA","Los Angeles",8303,50541,"ST2","8303 50541 ST2",0,11.5,"Natural Gas Fired Combined Cycle","NG","OA",6,2001,NA,NA,0
"2284","Harbor Cogeneration Co.","Harbor Cogen","CA","Los Angeles",8303,50541,"GEN1","8303 50541 GEN1",0,82.3,"Natural Gas Fired Combined Cycle","NG","OA",12,1988,NA,NA,0
"2285","Port Townsend Paper Co","Port Townsend Paper","WA","Jefferson",26840,50544,"GEN6","26840 50544 GEN6",37017,7.5,"Wood/Wood Waste Biomass","BLQ","OP",1,1986,NA,NA,56.3424657534247
"2286","Virginia Electric & Power Co","Rosemary Power Station","NC","Halifax",19876,50555,"GEN1","19876 50555 GEN1",0,86,"Petroleum Liquids","DFO","OP",11,1990,NA,NA,0
"2287","Virginia Electric & Power Co","Rosemary Power Station","NC","Halifax",19876,50555,"GEN2","19876 50555 GEN2",0,40,"Petroleum Liquids","DFO","OP",11,1990,NA,NA,0
"2288","Virginia Electric & Power Co","Rosemary Power Station","NC","Halifax",19876,50555,"GEN3","19876 50555 GEN3",28278,54,"Petroleum Liquids","DFO","OP",11,1990,NA,NA,5.9779299847793
"2289","Oklahoma Gas & Electric Co","Frontier","OK",NA,14063,50558,"GT01","14063 50558 GT01",88363,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290","Oklahoma Gas & Electric Co","Frontier","OK",NA,14063,50558,"ST01","14063 50558 ST01",23576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","IHI Power Services Corp","Pacific-Ultrapower Chinese Station","CA","Tuolumne",58650,50560,"GEN1","58650 50560 GEN1",140508,25,"Wood/Wood Waste Biomass","WDS","OP",10,1986,NA,NA,64.158904109589
"2292","Eagle Point Power Generation LLC","Eagle Point Power Generation","NJ","Gloucester",49942,50561,"GTG1","49942 50561 GTG1",169538,90,"Natural Gas Fired Combined Cycle","NG","OP",11,1990,NA,NA,21.5040588533739
"2293","Eagle Point Power Generation LLC","Eagle Point Power Generation","NJ","Gloucester",49942,50561,"GTG2","49942 50561 GTG2",211541,90,"Natural Gas Fired Combined Cycle","NG","OP",11,1990,NA,NA,26.8316844241502
"2294","Eagle Point Power Generation LLC","Eagle Point Power Generation","NJ","Gloucester",49942,50561,"STG1","49942 50561 STG1",106406,45,"Natural Gas Fired Combined Cycle","NG","OP",4,1991,NA,NA,26.9928970065956
"2295","Eagle Point Power Generation LLC","Eagle Point Power Generation","NJ","Gloucester",49942,50561,"STG2","49942 50561 STG2",47985,26.8,"Natural Gas Fired Combined Cycle","NG","OP",5,2016,NA,NA,20.4393273359231
"2296","WM Renewable Energy LLC","CSL Gas Recovery","FL","Broward",54842,50572,"GEN1","54842 50572 GEN1",14427,3,"Landfill Gas","LFG","OP",3,1989,NA,NA,54.8972602739726
"2297","WM Renewable Energy LLC","CSL Gas Recovery","FL","Broward",54842,50572,"GEN2","54842 50572 GEN2",14907,3,"Landfill Gas","LFG","OP",3,1989,NA,NA,56.7237442922374
"2298","WM Renewable Energy LLC","CSL Gas Recovery","FL","Broward",54842,50572,"GEN3","54842 50572 GEN3",14819,3,"Landfill Gas","LFG","OP",3,1989,NA,NA,56.3888888888889
"2299","WM Renewable Energy LLC","CSL Gas Recovery","FL","Broward",54842,50572,"GEN4","54842 50572 GEN4",0,2.2,"Landfill Gas","LFG","OP",2,2000,NA,NA,0
"2300","Rausch Creek Generation, LLC","Westwood Generation LLC","PA","Schuylkill",58224,50611,"GEN1","58224 50611 GEN1",190296,36,"Conventional Steam Coal","WC","OP",6,1987,NA,NA,60.3424657534247
"2301","Ahlstrom-Munksjo NA Specialty Solutions, LLC","Mosinee Mill","WI","Marathon",13008,50614,"GEN1","13008 50614 GEN1",84485,15,"Wood/Wood Waste Biomass","BLQ","OP",12,1976,NA,NA,64.2960426179604
"2302","Ahlstrom-Munksjo NA Specialty Solutions, LLC","Mosinee Mill","WI","Marathon",13008,50614,"WEST","13008 50614 WEST",32366,5,"Wood/Wood Waste Biomass","BLQ","OP",8,1951,NA,NA,73.8949771689498
"2303","Park Falls Industrial Management, LLC","Flambeau River Papers","WI","Price",54876,50620,"GEN1","54876 50620 GEN1",21811,5.7,"Wood/Wood Waste Biomass","WDS","OP",9,1982,NA,NA,43.6814067131299
"2304","State of Rhode Island","Central Power Plant","RI","Providence",18000,50621,"GEN4","18000 50621 GEN4",0,2,"Natural Gas Steam Turbine","NG","OA",8,1958,NA,NA,0
"2305","ExxonMobil Oil Corp","ExxonMobil Beaumont Refinery","TX","Jefferson",6090,50625,"TG22","6090 50625 TG22",5857,27.2,"Natural Gas Steam Turbine","NG","OP",2,1978,NA,NA,2.45811509535321
"2306","ExxonMobil Oil Corp","ExxonMobil Beaumont Refinery","TX","Jefferson",6090,50625,"TG23","6090 50625 TG23",166826,40.5,"Natural Gas Steam Turbine","NG","OP",6,1993,NA,NA,47.0223800665201
"2307","ExxonMobil Oil Corp","ExxonMobil Beaumont Refinery","TX","Jefferson",6090,50625,"TG32","6090 50625 TG32",116601,25,"Natural Gas Steam Turbine","NG","OP",1,1970,NA,NA,53.2424657534247
"2308","ExxonMobil Oil Corp","ExxonMobil Beaumont Refinery","TX","Jefferson",6090,50625,"TG33","6090 50625 TG33",94613,20,"Natural Gas Steam Turbine","NG","OP",1,1966,NA,NA,54.0028538812785
"2309","ExxonMobil Oil Corp","ExxonMobil Beaumont Refinery","TX","Jefferson",6090,50625,"TG34","6090 50625 TG34",200160,30,"Natural Gas Steam Turbine","NG","OP",1,1967,NA,NA,76.1643835616438
"2310","ExxonMobil Oil Corp","ExxonMobil Oil Joliet Refinery","IL","Will",5519,50627,"MG","5519 50627 MG",49159,11.2,"Other Gases","OG","OP",5,1986,NA,NA,50.1049820613177
"2311","Paulsboro Refining Company - LLC","Paulsboro Refinery","NJ","Gloucester",19691,50628,"GEN2","19691 50628 GEN2",110155,15,"Other Gases","OG","OP",8,1982,NA,NA,83.8318112633181
"2312","Paulsboro Refining Company - LLC","Paulsboro Refinery","NJ","Gloucester",19691,50628,"GEN3","19691 50628 GEN3",102338,15,"Other Gases","OG","OP",9,1991,NA,NA,77.882800608828
"2313","Covanta Lake Inc","Covanta Lake County Energy","FL","Lake",4482,50629,"GEN1","4482 50629 GEN1",86633,15.5,"Municipal Solid Waste","MSW","OP",9,1990,NA,NA,63.803947562233
"2314","Covanta Marion Inc","Covanta Marion Inc","OR","MARION",4476,50630,"GEN1","4476 50630 GEN1",70695,13.1,"Municipal Solid Waste","MSW","OP",8,1986,NA,NA,61.60462198055
"2315","Covanta Stanislaus Inc","Covanta Stanislaus Energy","CA","Stanislaus",4498,50632,"GEN1","4498 50632 GEN1",150018,24,"Municipal Solid Waste","MSW","OP",9,1988,NA,NA,71.3555936073059
"2316","Clearwater Paper Corporation","Clearwater Paper IPP Lewiston","ID","Nez Perce",56225,50637,"GEN1","56225 50637 GEN1",0,10,"Natural Gas Steam Turbine","NG","OS",1,1950,NA,NA,0
"2317","Clearwater Paper Corporation","Clearwater Paper IPP Lewiston","ID","Nez Perce",56225,50637,"GEN2","56225 50637 GEN2",0,10,"Natural Gas Steam Turbine","NG","OS",11,1977,NA,NA,0
"2318","Clearwater Paper Corporation","Clearwater Paper IPP Lewiston","ID","Nez Perce",56225,50637,"GEN3","56225 50637 GEN3",172418,28.8,"Wood/Wood Waste Biomass","BLQ","OP",7,1981,NA,NA,68.341736428209
"2319","Clearwater Paper Corporation","Clearwater Paper IPP Lewiston","ID","Nez Perce",56225,50637,"GEN4","56225 50637 GEN4",196044,65,"Wood/Wood Waste Biomass","BLQ","OP",2,1991,NA,NA,34.4299262381454
"2320","Clearwater Paper Corporation","Clearwater Paper APP CB","AR","Desha",56225,50638,"GEN1","56225 50638 GEN1",114545,28,"Wood/Wood Waste Biomass","BLQ","OP",11,1977,NA,NA,46.6996901500326
"2321","Sappi Cloquet LLC","Sappi Cloquet Mill","MN","Carlton",16653,50639,"GEN3","16653 50639 GEN3",120636,19.2,"Wood/Wood Waste Biomass","WDS","OP",1,1976,NA,NA,71.7251712328767
"2322","Sappi Cloquet LLC","Sappi Cloquet Mill","MN","Carlton",16653,50639,"GEN4","16653 50639 GEN4",179859,41.5,"Wood/Wood Waste Biomass","WDS","OP",12,1997,NA,NA,49.4743356989602
"2323","Sappi Cloquet LLC","Sappi Cloquet Mill","MN","Carlton",16653,50639,"GEN5","16653 50639 GEN5",141657,27.6,"Wood/Wood Waste Biomass","BLQ","OP",5,2001,NA,NA,58.5901826484018
"2324","Covanta Indianapolis Inc","Covanta Indianapolis Energy","IN","Marion",4497,50647,"GEN1","4497 50647 GEN1",45083,6.5,"Municipal Solid Waste","MSW","OP",11,1988,NA,NA,79.1763259571479
"2325","Covanta Bristol Inc","Covanta Bristol Energy","CT","Hartford",4474,50648,"GEN1","4474 50648 GEN1",89723,16.3,"Municipal Solid Waste","MSW","OP",12,1987,NA,NA,62.8365128722302
"2326","Covanta Babylon Inc","Covanta Babylon Inc","NY","Suffolk",4484,50649,"GEN1","4484 50649 GEN1",112112,17,"Municipal Solid Waste","MSW","OP",1,1989,NA,NA,75.283373623422
"2327","ReEnergy Stratton LLC","ReEnergy Stratton LLC","ME","Franklin",1950,50650,"UNI1","1950 50650 UNI1",248041,45.7,"Wood/Wood Waste Biomass","WDS","OP",11,1989,NA,NA,61.958824175934
"2328","Huntington Resource Recovery","Huntington Resource Recovery Facility","NY","Suffolk",9097,50656,"GEN1","9097 50656 GEN1",189102,28,"Municipal Solid Waste","MSW","OP",12,1991,NA,NA,77.0963796477495
"2329","Covanta Montgomery, Inc.","Montgomery County Resource Recovery","MD","Montgomery",49760,50657,"GEN1","49760 50657 GEN1",333268,67.8,"Municipal Solid Waste","MSW","OP",5,1995,NA,NA,56.1125254239571
"2330","Covanta Fairfax Inc","Covanta Fairfax Energy","VA","Fairfax",4425,50658,"GEN1","4425 50658 GEN1",326278,62,"Municipal Solid Waste","MSW","OP",3,1990,NA,NA,60.0747532773604
"2331","Covanta Fairfax Inc","Covanta Fairfax Energy","VA","Fairfax",4425,50658,"GEN2","4425 50658 GEN2",337379,62,"Municipal Solid Waste","MSW","OP",3,1990,NA,NA,62.1186846369127
"2332","Covanta Tulsa Renewable Energy LLC","Covanta Tulsa Renewable Energy LLC","OK","Tulsa",56316,50660,"GEN1","56316 50660 GEN1",7256,16.8,"Municipal Solid Waste","MSW","OP",1,1989,NA,NA,4.93041965644705
"2333","Ogden Projects Inc-Haverhill","Covanta Haverhill","MA","Essex",13982,50661,"GEN1","13982 50661 GEN1",335821,46,"Municipal Solid Waste","MSW","OP",5,1989,NA,NA,83.3385447687115
"2334","Covanta Onondega LP","Onondaga County Resource Recovery","NY","Onondaga",4487,50662,"GEN1","4487 50662 GEN1",216103,39.5,"Municipal Solid Waste","MSW","OP",11,1994,NA,NA,62.4539043985897
"2335","Covanta Alexandria/Arlington","Covanta Alexandria/Arlington Energy","VA","Alexandria City",4496,50663,"GEN1","4496 50663 GEN1",77185,14.5,"Municipal Solid Waste","MSW","OP",10,1987,NA,NA,60.7660210990395
"2336","Covanta Alexandria/Arlington","Covanta Alexandria/Arlington Energy","VA","Alexandria City",4496,50663,"GEN2","4496 50663 GEN2",55070,14.5,"Municipal Solid Waste","MSW","OP",10,1987,NA,NA,43.3553771059676
"2337","Pasco County","Pasco Cnty Solid Waste Resource Recovery","FL","Pasco",14519,50666,"GEN1","14519 50666 GEN1",188631,31.2,"Municipal Solid Waste","MSW","OP",5,1991,NA,NA,69.0167281348788
"2338","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMA","30151 50707 LMA",656277,58.5,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,128.064044022948
"2339","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMB","30151 50707 LMB",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,0
"2340","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMC","30151 50707 LMC",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1994,NA,NA,0
"2341","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMD","30151 50707 LMD",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1994,NA,NA,0
"2342","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LME","30151 50707 LME",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1994,NA,NA,0
"2343","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"STA","30151 50707 STA",85413,52.2,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,18.678816984202
"2344","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"STB","30151 50707 STB",42314,52.2,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,9.25357336552424
"2345","University of Alaska","University of Alaska Fairbanks","AK","Fairbanks North Star",19511,50711,"GEN1","19511 50711 GEN1",0,1.5,"Conventional Steam Coal","SUB","OP",1,1964,NA,NA,0
"2346","University of Alaska","University of Alaska Fairbanks","AK","Fairbanks North Star",19511,50711,"GEN2","19511 50711 GEN2",0,1.5,"Conventional Steam Coal","SUB","OP",1,1964,NA,NA,0
"2347","University of Alaska","University of Alaska Fairbanks","AK","Fairbanks North Star",19511,50711,"GEN3","19511 50711 GEN3",41638,10,"Conventional Steam Coal","SUB","OP",4,1981,NA,NA,47.5319634703196
"2348","United States Steel- Clairton","Clairton Works","PA","Allegheny",19517,50729,"GEN1","19517 50729 GEN1",126906,21,"Other Gases","OG","OP",1,1955,NA,NA,68.9856490541422
"2349","United States Steel- Clairton","Clairton Works","PA","Allegheny",19517,50729,"GEN3","19517 50729 GEN3",2338,10,"Other Gases","OG","OP",1,1955,NA,NA,2.6689497716895
"2350","United States Steel-Mon Valley","Mon Valley Works","PA","Allegheny",19519,50732,"GEN1","19519 50732 GEN1",226584,25,"Other Gases","BFG","OP",6,1943,NA,NA,103.46301369863
"2351","United States Steel-Mon Valley","Mon Valley Works","PA","Allegheny",19519,50732,"GEN2","19519 50732 GEN2",118888,25,"Other Gases","BFG","OP",6,1943,NA,NA,54.2867579908676
"2352","United States Steel-Mon Valley","Mon Valley Works","PA","Allegheny",19519,50732,"GEN3","19519 50732 GEN3",0,2.5,"Other Gases","BFG","OP",2,2002,NA,NA,0
"2353","United States Steel-Gary","Gary Works","IN","Lake",19526,50733,"STG1","19526 50733 STG1",1166455,161,"Other Gases","BFG","OP",4,1997,NA,NA,82.7061884908818
"2354","Pinetree Power- Tamworth LLC.","Pinetree Power Tamworth","NH","Carroll",15085,50739,"GEN1","15085 50739 GEN1",92855,25,"Wood/Wood Waste Biomass","WDS","OP",12,1987,NA,NA,42.3995433789954
"2355","Starrett City Inc","Starrett City Cogen Facility","NY","Kings",18020,50743,"GEN1","18020 50743 GEN1",28059,6,"Natural Gas Steam Turbine","NG","OP",10,1974,NA,NA,53.384703196347
"2356","Starrett City Inc","Starrett City Cogen Facility","NY","Kings",18020,50743,"GEN2","18020 50743 GEN2",29802,6,"Natural Gas Steam Turbine","NG","OP",10,1974,NA,NA,56.7009132420091
"2357","Sterling Power Partners LP","Sterling Power Plant","NY","Oneida",14182,50744,"GEN1","14182 50744 GEN1",17855,47.7,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,4.27304404430277
"2358","Sterling Power Partners LP","Sterling Power Plant","NY","Oneida",14182,50744,"GEN2","14182 50744 GEN2",7385,16.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1991,NA,NA,5.10931230109312
"2359","OLS Energy-Agnews Inc.","Agnews Power Plant","CA","Santa Clara",2871,50748,"GEN1","2871 50748 GEN1",12258,24.4,"Natural Gas Fired Combined Cycle","NG","OP",11,1990,NA,NA,5.73489782169324
"2360","OLS Energy-Agnews Inc.","Agnews Power Plant","CA","Santa Clara",2871,50748,"GEN2","2871 50748 GEN2",3543,7.6,"Natural Gas Fired Combined Cycle","NG","OP",11,1990,NA,NA,5.3217375630858
"2361","Viking Energy Corp","Viking Energy of McBain","MI","Missaukee",19781,50770,"GEN1","19781 50770 GEN1",145899,18,"Wood/Wood Waste Biomass","WDS","OP",12,1988,NA,NA,92.5285388127854
"2362","Viking Energy Corp","Viking Energy of Lincoln","MI","Alcona",19781,50772,"GEN1","19781 50772 GEN1",143682,18,"Wood/Wood Waste Biomass","WDS","OP",1,1989,NA,NA,91.1225266362253
"2363","Telogia Power LLC","Telogia Power","FL","Liberty",54827,50774,"GEN1","54827 50774 GEN1",88523,14,"Wood/Wood Waste Biomass","WDS","OP",7,1986,NA,NA,72.1811806914547
"2364","Panther Creek Power Operating, LLC","Panther Creek Energy Facility","PA","Carbon",14432,50776,"GEN1","14432 50776 GEN1",152019,94,"Conventional Steam Coal","WC","OP",7,1992,NA,NA,18.4614543864762
"2365","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN1","61536 50799 GEN1",6323,45.9,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.57255697814387
"2366","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN2","61536 50799 GEN2",6641,45.9,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.65164492991514
"2367","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN3","61536 50799 GEN3",2626,21.6,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.38783189582276
"2368","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN4","61536 50799 GEN4",2693,21.6,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.42324116353797
"2369","RockTenn-Seminole","Seminole Mill","FL","Duval",27718,50803,"GEN3","27718 50803 GEN3",120298,30,"Natural Gas Steam Turbine","NG","OP",2,1957,NA,NA,45.7754946727549
"2370","International Paper Port Wentworth Mill","Port Wentworth Mill","GA","Chatham",20505,50804,"GEN4","20505 50804 GEN4",323920,47.3,"Wood/Wood Waste Biomass","BLQ","OP",8,1991,NA,NA,78.1758328747816
"2371","International Paper Port Wentworth Mill","Port Wentworth Mill","GA","Chatham",20505,50804,"GEN5","20505 50804 GEN5",126379,25,"Wood/Wood Waste Biomass","BLQ","OP",1,2004,NA,NA,57.7073059360731
"2372","WestRock-Florence","Florence Mill","SC","Florence",18162,50806,"GEN1","18162 50806 GEN1",40152,12.3,"Wood/Wood Waste Biomass","BLQ","OP",11,1963,NA,NA,37.2647288116717
"2373","WestRock-Florence","Florence Mill","SC","Florence",18162,50806,"GEN2","18162 50806 GEN2",81734,15,"Wood/Wood Waste Biomass","BLQ","OP",11,1974,NA,NA,62.2024353120243
"2374","WestRock-Florence","Florence Mill","SC","Florence",18162,50806,"GEN3","18162 50806 GEN3",318246,76.5,"Wood/Wood Waste Biomass","WDS","OP",3,1987,NA,NA,47.4894798101889
"2375","WestRock Corp-Panama City","WestRock Panama City Mill","FL","Bay",18157,50807,"GEN3","18157 50807 GEN3",21748,4,"Wood/Wood Waste Biomass","BLQ","OP",5,1930,NA,NA,62.0662100456621
"2376","WestRock Corp-Panama City","WestRock Panama City Mill","FL","Bay",18157,50807,"GEN4","18157 50807 GEN4",59342,10,"Wood/Wood Waste Biomass","BLQ","OP",3,1949,NA,NA,67.7420091324201
"2377","WestRock Corp-Panama City","WestRock Panama City Mill","FL","Bay",18157,50807,"GEN6","18157 50807 GEN6",116418,20,"Wood/Wood Waste Biomass","WDS","OP",3,1956,NA,NA,66.4486301369863
"2378","Westrock (LA)","Westrock Hodge (LA)","LA","Jackson",18155,50810,"NO 7","18155 50810 NO 7",150005,15.6,"Wood/Wood Waste Biomass","BLQ","OP",8,1957,NA,NA,109.768323381337
"2379","Westrock (LA)","Westrock Hodge (LA)","LA","Jackson",18155,50810,"NO 8","18155 50810 NO 8",158771,27.5,"Wood/Wood Waste Biomass","BLQ","OP",8,1972,NA,NA,65.9074304690743
"2380","Westrock (LA)","Westrock Hodge (LA)","LA","Jackson",18155,50810,"NO 9","18155 50810 NO 9",184191,23.3,"Wood/Wood Waste Biomass","BLQ","OP",10,1972,NA,NA,90.2419307425481
"2381","RockTenn-Hopewell","Hopewell Mill","VA","Hopewell City",18147,50813,"GEN1","18147 50813 GEN1",287497,47.6,"Wood/Wood Waste Biomass","BLQ","OP",12,1980,NA,NA,68.9480929358045
